HR,Name,DM,HD,SAO,FK5,IFflag,r_IFflag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs19000,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
6804,,CD-4112534,166596,228815,,,,,,,V692 CrA,18,06,07.8,-,41,21,34,18,13,12.6,-,41,20,10,351.89,-10.97,5.47,,,-0.17,,,,,,B2.5III,,-0.013,-0.004,,,-015,V?,,197,:,,,,,*
6805,,CP-63 4343,166599,254189,,,,W,,,,18,06,11.0,-,63,04,52,18,15,40.9,-,63,03,20,331.40,-20.11,5.60,,,+0.92,,,,,,K0III-IV,,-0.023,-0.031,,,-007,,,,,5.6,41.9,,,*
6806,,BD+38 3095,166620,66700,,,,,,,10316,18,06,18.7,+,38,27,05,18,09,37.5,+,38,27,27,65.34,24.21,6.40,,,+0.87,,+0.59,,+0.49,,K2V,,-0.303,-0.472,,+.092,-019,V?,,,,,,,,*
6807,,BD+36 3039,166640,66703,,,,,,,,18,06,30.1,+,36,26,46,18,09,59.0,+,36,27,59,63.27,23.56,5.58,,,+0.91,,,,,,G8III,,+0.011,+0.015,,,-026,,,,,,,,,
6808,,CP-68 3081,166841,254196,3452,,,W,,,,18,07,19.1,-,68,15,34,18,18,00.9,-,68,13,45,326.26,-22.05,6.33,,,-0.04,,-0.23,,,,B9V,,-0.007,-0.019,,,+022,,,224,,3.5,2.0,,,
6809,40    Dra,BD+79  570,166865,8994,,,,,11061,B,10205,18,07,31.5,+,79,59,17,18,00,03.4,+,80,00,03,111.78,28.91,6.04,,,+0.51,,-0.01,,,,F7,,+0.045,+0.129,,+.025,+004,SBO,=<,25,,0.4,19.3,AB,3,*
6810,41    Dra,BD+79  571,166866,8996,,,,,11061,A,10205,18,07,37.7,+,79,59,28,18,00,09.2,+,80,00,15,111.78,28.90,5.68,,,+0.50,,-0.01,,,,F7,,+0.042,+0.122,,+.025,+010,SB,,0,,0.4,19.3,AB,3,*
6811,24    UMi,BD+86  272,166926,2940,,,,,,,,18,07,47.5,+,86,59,38,17,30,48.0,+,86,58,05,119.70,28.14,5.79,,,+0.25,,+0.07,,,,A2m,,+0.059,+0.010,,,+001,,,55,,,,,,
6812,13Mu  Sgr,BD-21 4908,166937,186497,682,,,,11169,,Mu  Sgr,18,07,46.9,-,21,05,06,18,13,45.8,-,21,03,32,10.00,-01.60,3.86,,,+0.23,,-0.49,,+0.20,,B8Iap,e,+0.002,+0.001,,+.012,-006,SBO,=<,54,,2.9,0.0,,6,*
6813,,BD-04 4415,166960,142159,3450,,,,,,,18,07,53.1,-,04,02,16,18,13,10.0,-,04,00,42,24.95,6.64,6.59,,,+0.27,,+0.14,,+0.14,,A2m,,+0.015,+0.022,,,-011,V,,25,,,,,,
6814,,BD+33 3044,166988,66733,,,,,11149,,10363,18,08,05.7,+,33,25,21,18,11,45.1,+,33,26,49,60.27,22.29,5.88,R,,+0.01,,+0.11,,,,A3V,,+0.012,+0.010,,,-019,SB,,100,,0.3,0.1,AB,3,*
6815,104    Her,BD+31 3199,167006,66737,3448,I,,,,,V669 Her,18,08,08.3,+,31,22,49,18,11,54.2,+,31,24,19,58.20,21.59,4.97,,,+1.65,,+1.94,,+0.97,E,M3III,,-0.013,+0.030,,+.007,-000,V,,,,,,,,*
6816,14    Sgr,BD-21 4916,167036,186509,,I,,,,,10393,18,08,15.4,-,21,44,24,18,14,15.9,-,21,42,47,9.48,-02.02,5.44,,,+1.52,,+1.69,,,,K3III,,-0.008,-0.022,,,-059,V,,,,,,,,*
6817,,BD+54 1950,167042,30784,3447,,,,,,,18,08,28.6,+,54,15,24,18,10,31.6,+,54,17,12,82.54,27.55,5.95,,,+0.94,,+0.72,,+0.48,,K1III,,+0.104,+0.245,,+.019,-016,V?,,,,,,,,
6818,,CD-4412456,167096,228851,,,,,,,,18,08,34.7,-,44,14,12,18,15,52.7,-,44,12,24,349.47,-12.67,5.46,,,+0.96,,+0.72,?,,,G8-K0III,,+0.074,+0.012,,,-027,V,,,,,,,,
6819,,CP-56 8706,167128,245369,1474,,,,,,Var?,18,08,42.0,-,56,03,16,18,17,07.5,-,56,01,24,338.39,-17.69,5.33,,,-0.05,,-0.69,,-0.03,,B3IIIep,v,-0.006,-0.013,,,+015,SB,,50,,,,,,*
6820,,BD+21 3347,167193,85836,,I,,,,,,18,09,02.2,+,21,51,06,18,13,16.5,+,21,52,49,48.88,17.87,6.12,,,+1.47,,+1.72,,+0.80,,K4III,,+0.062,+0.051,,,-066,,,,,,,,,
6821,,CD-5111460,167257,245372,3453,,,,,,,18,09,08.2,-,51,05,59,18,17,00.9,-,51,04,06,343.13,-15.73,6.06,,,-0.06,,,,,,B9V,,-0.002,-0.008,,,-005,V?,,,,,,,,
6822,15    Sgr,BD-20 5054,167264,186543,,,,,,,,18,09,14.9,-,20,45,29,18,15,12.9,-,20,43,42,10.46,-01.74,5.38,,,+0.07,,-0.86,,,,B0Ia,,+0.003,+0.003,,,-006,SB,,83,,,,,,*
6823,16    Sgr,BD-20 5055,167263,186544,,,,,11191,,,18,09,15.9,-,20,25,04,18,15,12.9,-,20,23,17,10.76,-01.58,5.95,,,+0.02,,-0.87,,,,O9.5II,v,-0.002,+0.001,,,-005,SB2,,160,,7.0,6.0,,,*
6824,,BD+41 3011,167304,47305,,,,,,,,18,09,31.9,+,41,07,16,18,12,42.6,+,41,08,49,68.35,24.38,6.36,,,+1.03,,+0.98,,,,K0III,,-0.014,-0.046,,,-048,,,,,,,,,
6825,,BD-18 4864,167356,161227,,,,,11196,,,18,09,38.2,-,18,41,31,18,15,30.8,-,18,39,41,12.31,-00.82,6.07,,,+0.20,,-0.34,?,,,A0Ia,,+0.014,+0.006,,,+002,V,,,,5.7,10.1,,,*
6826,,BD+38 3113,167370,66765,3451,,,,,,,18,09,44.6,+,38,44,44,18,13,04.8,+,38,46,25,65.87,23.65,6.04,,,-0.08,,-0.22,,,,B9IIIn,,-0.004,+0.010,,,-009,SB,,250,,,,,,
6827,,BD+60 1813,167387,17803,3449,,,,,,,18,09,54.8,+,60,23,02,18,11,07.1,+,60,24,34,89.43,28.26,6.49,,,0.00,,-0.06,,,,A1Vnn,,-0.010,0.000,,,-018,,,300,,,,,,
6828,,CP-63 4370,167425,254209,,,,W,,,,18,09,59.9,-,63,54,54,18,19,40.2,-,63,53,13,330.73,-20.81,6.18,,,+0.58,,+0.07,,,,F9V,,+0.043,-0.285,,+.017,+000,,,,,4.6,7.7,,,
6829,Phi Oct,CP-75 1417,167468,257584,,,,,,,,18,10,09.0,-,75,05,09,18,23,36.1,-,75,02,39,319.27,-24.38,5.47,,,+0.02,,+0.04,,,,A0V,,-0.006,+0.030,,,+005,,,224,,,,,,
6830,,BD-03 4259,167564,142185,,,,,,,,18,10,42.0,-,03,39,01,18,15,58.0,-,03,37,03,25.63,6.21,6.36,,,+0.20,,+0.17,,,,A4V,,+0.015,+0.019,,,-022,,,,,,,,,
6831,,BD+29 3213,167588,85856,,,,,,,,18,10,51.0,+,29,10,59,18,14,44.0,+,29,12,26,56.22,20.27,6.56,,,+0.54,,+0.01,,,,F8V,,+0.016,-0.249,,+.014,+003,,=<,6,,,,,,
6832,Eta Sgr,CD-3612423,167618,209957,683,I,',W,,,Eta Sgr,18,10,51.6,-,36,47,30,18,17,37.6,-,36,45,42,356.44,-09.68,3.11,,,+1.56,,+1.71,,+1.32,,M3.5III,e,-0.128,-0.167,,+.045,+001,V?,,,,4.9,3.5,AB,4,*
6833,,CD-3412673,167647,209959,,,,W,,,RS Sgr,18,10,58.4,-,34,08,30,18,17,36.1,-,34,06,26,358.83,-08.47,6.16,,,-0.11,,-0.60,,,,B3V+A,,-0.015,-0.009,,,+010,SBO,,186,:,2.6,94.1,AC,4,*
6834,,BD+02 3547,167654,123308,,I,,,,,10466,18,11,03.7,+,02,20,43,18,16,05.6,+,02,22,40,31.01,8.95,6.01,,,+1.59,,+1.56,,,,M4IIIab,,-0.003,-0.015,,,+022,V?,,,,,,,,*
6835,,CD-2814407,167666,186594,,,,,,,,18,11,03.6,-,28,41,10,18,17,24.0,-,28,39,09,3.69,-05.92,6.19,,,+0.18,,,,,,A5/7V,,+0.004,-0.027,,,-034,,,,,,,,,
6836,,CD-2814408,167665,186593,,,,,,,,18,11,03.4,-,28,19,10,18,17,23.7,-,28,17,21,4.01,-05.74,6.40,,,+0.54,,0.00,,,,G0V,,+0.134,-0.156,,,+007,SB,,,,,,,,
6837,,CP-80  849,167714,258796,,,,,,,,18,11,18.0,-,80,16,49,18,29,19.5,-,80,13,58,313.74,-25.77,5.95,,,+1.16,,+1.27,,,,K2III,,-0.037,-0.062,,,-014,,,,,,,,,
6838,,BD-17 5112,167720,161260,3454,I,,,,,,18,11,22.5,-,17,24,29,18,17,11.6,-,17,22,26,13.63,-00.56,5.75,,,+1.58,,+1.70,,,,K4II-III,,-0.003,-0.015,,,-007,,,,,,,,,
6839,,CD-4213101,167756,228895,,,,,,,,18,11,31.3,-,42,19,30,18,18,40.0,-,42,17,18,351.47,-12.30,6.30,,,-0.11,,-0.99,,,,B0.5Ia,,-0.007,-0.004,,,-025,,,,,,,,,
6840,,BD-03 4263,167768,142189,,,,,,,,18,11,38.5,-,03,02,04,18,16,53.1,-,03,00,26,26.29,6.29,6.00,,,+0.89,,+0.54,,+0.34,E,G3III,,+0.012,-0.268,,+.005,+002,V,,,,,,,,*
6841,,BD-18 4886,167771,161267,,,,W,,,,18,11,36.6,-,18,29,55,18,17,28.5,-,18,27,48,12.70,-01.13,6.54,,,+0.11,,-0.84,,,,O7III:(n)((f)),,-0.003,0.000,,,+001,SBO,,90,:,6.6,8.4,,,*
6842,,CD-2712684,167818,186612,,I,,,,,,18,11,47.6,-,27,04,43,18,18,03.2,-,27,02,33,5.18,-05.29,4.65,,,+1.66,,+1.81,,+0.93,,K3II,,+0.008,+0.005,,+.033,-017,,,,,,,,,
6843,,BD-09 4678,167833,142192,1475,,,,,,,18,11,53.7,-,09,47,33,18,17,24.2,-,09,45,31,20.36,3.01,6.31,,,+0.38,,+0.27,,,,A8V,,+0.009,-0.056,,,-014,,,120,,,,,,
6844,,BD+00 3907,167858,123320,,,,,,,,18,11,59.8,+,00,58,16,18,17,04.8,+,01,00,21,29.89,8.10,6.63,,,+0.31,,+0.05,,,,F2V,,-0.011,-0.026,,,-034,V,=<,15,,,,,,
6845,,BD+42 3035,167965,47342,684,,,,,,,18,12,32.1,+,42,07,30,18,15,38.8,+,42,09,34,69.58,24.12,5.59,,,-0.10,,-0.46,,,,B7IV,,+0.001,0.000,,,-021,SB,,201,,,,,,
6846,,CD-2512995,167979,186629,,I,:,,,,,18,12,30.4,-,25,38,30,18,18,41.7,-,25,36,17,6.53,-04.75,6.51,,,+1.34,,+1.40,,,,gK1,,-0.004,-0.030,,,-046,V,,,,,,,,
6847,,BD+45 2684,168009,47343,,,,,,,,18,12,40.1,+,45,10,42,18,15,32.6,+,45,12,34,72.82,24.92,6.29,,,+0.62,,+0.12,,,,G2V,,-0.068,-0.110,,+.044,-064,V?,=<,6,,,,,,
6848,,BD-18 4896,168021,161304,,,,,11240,,10543,18,12,50.8,-,18,39,28,18,18,43.3,-,18,37,10,12.70,-01.47,6.84,,,+0.31,,-0.65,,,,B0Ib,,+0.013,+0.006,D,+.020,+004,V,,76,,0.5,0.4,AB,5,*
6849,,BD+56 2080,168092,30836,,,,,11213,,,18,12,55.9,+,56,33,14,18,14,41.1,+,56,35,18,85.21,27.31,6.37,,,+0.34,,+0.02,,,,F1V,,-0.011,+0.029,,,-008,SB2O,,55,,3.4,95.6,AB,4,*
6850,36    Dra,BD+64 1252,168151,17828,685,,,,,,,18,13,19.2,+,64,21,48,18,13,53.8,+,64,23,50,93.97,28.29,5.03,,,+0.38,,-0.04,,,,F5V,,+0.349,+0.035,,+.047,-035,,,8,,,,,,
6851,,BD+13 3593,168199,103578,3456,,,S,,,,18,13,28.2,+,13,44,20,18,18,02.9,+,13,46,37,41.67,13.54,6.30,,,-0.03,,-0.51,,,,B5V,,-0.001,-0.010,,,-021,,,,,,0.1,,,
6852,,BD+18 3623,168270,103581,,,,,,,,18,13,43.9,+,18,05,35,18,18,07.7,+,18,07,53,45.76,15.33,5.99,R,,+0.03,,-0.10,,,,B9V,,-0.006,-0.004,,,-027,SB,,90,,,,,,
6853,,BD+40 3332,168322,47359,,,,,,,,18,13,56.4,+,40,53,50,18,17,06.8,+,40,56,12,68.38,23.52,6.11,,,+0.99,,+0.70,,+0.53,,G8.5IIIbFe-1CH0.5,,-0.163,+0.069,,+.010,-073,,,,,,,,,*
6854,,BD+23 3299,168323,85906,,I,,W,,,,18,13,57.6,+,23,15,30,18,18,07.7,+,23,17,48,50.71,17.38,6.63,R,,,,,,,,K5,,+0.007,-0.018,,,+003,,,,,2.3,155.4,AC,3,
6855,Xi  Pav,CP-61 6140,168339,254226,686,,,W,,,10673,18,14,00.6,-,61,32,21,18,23,13.6,-,61,29,38,333.29,-20.40,4.36,,,+1.48,,+1.55,,,,K4III,,+0.001,+0.003,,+.016,+012,SBO,,,,4.6,3.5,AB,3,*
6856,,CD-3712457,168357,210017,,,,,,,,18,14,05.5,-,37,31,48,18,20,55.3,-,37,29,15,356.07,-10.59,6.45,,,+1.31,,,,,,K2II,,+0.011,-0.008,,,+002,,,,,,,,,
6857,,BD+07 3629,168387,123353,,I,,,11254,,,18,14,19.3,+,07,13,09,18,19,09.5,+,07,15,35,35.79,10.46,5.39,,,+1.07,,+1.06,,+0.55,,K2III-IV,,-0.047,+0.002,,,-008,V,,,,6.7,42.2,,,*
6858,,BD-15 4927,168415,161348,,I,,,,,,18,14,23.3,-,15,52,21,18,20,08.8,-,15,49,54,15.32,-00.45,5.39,,,+1.47,,+1.64,,,,K4III,,+0.037,-0.033,,,+031,,,,,,,,,
6859,19Del Sgr,CD-2914834,168454,186681,687,I,,,11264,,,18,14,35.5,-,29,52,14,18,20,59.7,-,29,49,41,3.00,-07.15,2.70,,,+1.38,,+1.55,,+0.68,,K3-IIIa*,,+0.035,-0.028,,+.047,-020,V?,,,,10.2,58.1,AD,4,*
6860,105    Her,BD+24 3381,168532,85921,3457,I,,,,,,18,15,03.7,+,24,24,16,18,19,10.7,+,24,26,46,51.92,17.60,5.27,,,+1.53,,+1.74,,+0.79,,K3III:Ba0.4,,+0.009,+0.006,,-.002,-014,SBO,,,,,,,,*
6861,,CD-2414219,168574,186699,,I,,,,,V4028 Sgr,18,15,22.0,-,24,57,36,18,21,31.4,-,24,54,54,7.44,-04.99,6.25,,,+1.84,,+2.03,,+1.43,E,M5III,,+0.007,+0.008,,,+003,V,,,,,,,,*
6862,,CD-3812729,168592,210048,,,,,,,,18,15,24.9,-,38,42,07,18,22,18.6,-,38,39,25,355.12,-11.35,5.10,,,+1.49,,,,,,K4-5III,,-0.033,-0.028,,+.011,+018,,,,,,,,,
6863,,BD-18 4926,168608,161376,,,,,,,Y Sgr,18,15,30.0,-,18,54,16,18,21,23.1,-,18,51,36,12.79,-02.14,5.75,,,+0.94,,+0.62,,,,F8I,,+0.011,-0.009,,-.006,-003,V,,18,,,,,,*
6864,,CD-2814495,168646,186704,,,,,,,,18,15,40.4,-,28,28,32,18,22,00.2,-,28,25,48,4.35,-06.71,6.16,,,+0.26,,+0.26,,,,A3III,,+0.014,-0.001,,,-012,,,,,,,,,*
6865,37    Dra,BD+68  984,168653,17837,3455,,,,,,,18,15,51.9,+,68,43,11,18,15,17.0,+,68,45,21,98.93,28.40,5.95,,,+1.06,,,,,,gK1,,+0.015,-0.061,,-.002,-010,V,,,,,,,,
6866,74    Oph,BD+03 3680,168656,123377,1476,I,,,11271,,,18,15,52.5,+,03,19,56,18,20,52.1,+,03,22,38,32.46,8.34,4.86,,,+0.91,,+0.62,,+0.45,,G8III,,0.000,+0.010,,+.019,+005,V?,<,19,:,7.3,28.1,AB,3,*
6867,,BD+29 3236,168694,85933,,I,,,,,,18,16,00.5,+,29,37,22,18,19,52.1,+,29,39,58,57.09,19.38,5.99,,,+1.29,,,,,,gK4,,0.000,-0.001,,,-036,,,,,,,,,
6868,106    Her,BD+21 3390,168720,85941,,I,,,,,,18,16,04.0,+,21,55,08,18,20,17.9,+,21,57,41,49.63,16.40,4.95,,,+1.59,,+1.99,,+1.00,,M1III,,+0.017,-0.056,,+.016,-033,SB,,,,,,,,
6869,58Eta Ser,BD-02 4599,168723,142241,688,I,,W,,,10675,18,16,08.1,-,02,55,29,18,21,18.6,-,02,53,56,26.91,5.36,3.26,,,+0.94,,+0.66,,+0.50,,K0III-IV,,-0.547,-0.700,,+.058,+009,V?,<,19,:,8.7,179.7,,,*
6870,,CD-3612524,168733,210061,,,,,,,V4050 Sgr,18,16,06.4,-,36,42,58,18,22,53.1,-,36,40,10,356.99,-10.58,5.34,,,-0.14,,,,,,Ap,,0.000,-0.018,,,-012,SB?,,0,,,,,,*
6871,,CP-63 4406,168740,254237,,,,,,,,18,16,02.4,-,63,04,09,18,25,31.5,-,63,01,17,331.84,-21.15,6.14,,,+0.20,,,,,,A3V,,-0.007,-0.099,,,-021,,,123,,,,,,*
6872,1Kap Lyr,BD+36 3094,168775,66869,1477,I,,,,,10657,18,16,21.4,+,36,01,10,18,19,51.7,+,36,03,52,63.52,21.55,4.33,,,+1.17,,+1.19,,+0.55,,K2IIIabCN0.5,,-0.015,+0.043,,+.011,-022,,<,17,,,,,,*
6873,,BD+05 3704,168797,123385,,,,,,,10688,18,16,33.6,+,05,23,24,18,21,28.5,+,05,26,09,34.39,9.13,6.13,,,-0.04,,-0.62,,,,B3Ve,,+0.013,-0.004,,,-018,SB,,300,,,,,,*
6874,,CD-3612537,168838,210075,,,,,,,,18,16,43.7,-,36,17,13,18,23,28.9,-,36,14,18,357.44,-10.50,5.55,,,+1.02,,,,,,K0III,,+0.017,-0.006,,,-006,,,,,,,,,
6875,,CD-4412569,168905,228982,3461,,,W,,,10724,18,17,01.7,-,44,09,35,18,24,18.2,-,44,06,37,350.22,-14.00,5.25,,,-0.19,,-0.70,,,,B2.5Vn,,-0.002,-0.021,,,+000,V?,,297,,4.6,75.3,,,*
6876,108    Her,BD+29 3241,168913,85956,,,,,,,,18,17,05.9,+,29,48,41,18,20,57.1,+,29,51,32,57.37,19.23,5.63,,,+0.21,,+0.03,,+0.11,,A5m,,+0.014,+0.057,,+.013,-020,SB2O,,20,,,,,,*
6877,107    Her,BD+28 2981,168914,85957,,,,,,,10690,18,17,06.9,+,28,49,20,18,21,01.0,+,28,52,12,56.40,18.86,5.12,,,+0.20,,+0.15,,,,A7V,,+0.005,+0.050,,+.021,-030,SB,,183,,,,,,
6878,,BD-10 4673,169009,161412,,,,,,,,18,17,30.6,-,10,16,04,18,23,02.2,-,10,13,07,20.61,1.57,6.33,,,+0.14,,,,,,B9.5V,,+0.024,-0.007,,,-024,V?,=<,41,,,,,,
6879,20Eps Sgr,CD-3412784,169022,210091,689,,,W,,,,18,17,32.0,-,34,25,55,18,24,10.3,-,34,23,05,359.20,-09.81,1.85,,,-0.03,,-0.13,,-0.01,,B9.5III,,-0.038,-0.124,,+.023,-015,,,140,:,12.3,36.1,,,*
6880,,BD+51 2357,169028,30897,,,,,,,,18,17,35.4,+,51,18,13,18,19,56.1,+,51,20,52,79.61,25.61,6.30,,,+1.10,,+1.08,,,,gK1,,-0.033,-0.052,,+.037,-010,SB,,,,,,,,
6881,,BD-12 5024,169033,161415,3459,,,,,,,18,17,36.4,-,12,03,49,18,23,12.2,-,12,00,53,19.04,0.69,5.73,,,+0.01,,-0.26,,,,B8IV-Ve,,-0.007,-0.014,,,-011,V,,250,,,,,,
6882,,BD+23 3316,169110,85975,,I,,,,,,18,17,58.4,+,23,14,04,18,22,08.7,+,23,17,07,51.07,16.53,5.41,,,+1.60,,,,+1.01,,M0IIIab,,+0.012,+0.077,,,-058,,,,,,,,,
6883,,BD+11 3442,169111,103648,,,,,,,,18,17,56.1,+,11,58,48,18,22,35.3,+,12,01,44,40.53,11.79,5.89,,,+0.04,,+0.08,,,,A2V,,+0.012,-0.008,,,-055,,,,,,,,,
6884,Zet Sct,BD-09 4712,169156,142267,,I,,,,,,18,18,10.8,-,08,59,11,18,23,39.5,-,08,56,03,21.81,2.03,4.68,,,+0.95,,+0.72,,+0.47,,G9-IIIbFe-0.5,,+0.045,+0.046,,+.015,-006,SB1O,<,17,,,,,,*
6885,,BD+17 3555,169191,103655,3460,I,,,,,,18,18,23.9,+,17,46,34,18,22,49.0,+,17,49,36,45.95,14.19,5.25,,,+1.27,,+1.32,,+0.65,,K3III,,+0.071,+0.016,,+.023,-019,V,<,17,,,,,,
6886,,BD+49 2776,169221,47411,,,,,,,,18,18,36.7,+,49,40,36,18,21,07.1,+,49,43,32,77.90,25.07,6.40,,,+1.07,,,,,,K1III,,-0.007,+0.025,,,-017,,,,,,,,,
6887,,BD+16 3478,169223,103660,,,,,,,,18,18,35.4,+,16,38,16,18,23,02.9,+,16,41,17,44.91,13.67,6.22,,,+1.20,,,,,,K0,,-0.019,-0.016,,,+015,SB,,,,,,,,
6888,18    Sgr,CD-3015661,169233,210116,,I,,,,,,18,18,35.7,-,30,48,27,18,25,01.5,-,30,45,24,2.57,-08.35,5.60,,,+1.14,,,,,,K0III-IV,,-0.123,-0.072,,,-019,,,,,,,,,
6889,,CD-3612589,169236,210119,,,,,,,,18,18,37.8,-,36,02,44,18,25,21.7,-,35,59,30,357.83,-10.73,6.15,,,+1.00,,,,,,K0III,,-0.033,+0.013,,,+004,,,,,,,,,
6890,,BD-03 4277,169268,142274,,,,,,,,18,18,47.9,-,03,38,02,18,24,03.5,-,03,35,00,26.61,4.44,6.38,,,+0.34,,-0.01,,,,F6III-IV,,-0.025,-0.055,,,-017,SB2,,34,,,,,,*
6891,,BD+49 2782,169305,47417,3458,I,,,,,,18,18,59.1,+,49,04,15,18,21,32.7,+,49,07,18,77.27,24.87,5.05,,,+1.66,,+1.94,,+0.90,E,M2IIIab,,-0.020,+0.053,,+.000,+014,,,,,,,,,
6892,,BD-07 4598,169370,142288,,,,,,,,18,19,17.2,-,07,07,43,18,24,42.1,-,07,04,31,23.58,2.67,6.31,,,+1.16,,+1.09,,,,K0,,+0.134,-0.004,,,-025,,,,,,,,,
6893,,CD-3412802,169398,210135,,,,,,,,18,19,17.6,-,34,00,01,18,25,54.6,-,33,56,43,359.75,-09.94,6.30,,,-0.08,,-0.51,,,,B5IV,,+0.002,+0.006,,,-006,,,,,,,,,
6894,,CD-4812505,169405,229021,,,,,,,,18,19,18.1,-,48,10,18,18,26,53.9,-,48,07,01,346.61,-16.02,5.46,,,+0.84,,,,,,K0-1III+F-G,,-0.007,-0.042,,+.026,+004,SB,,,,,,,,
6895,109    Her,BD+21 3411,169414,86003,690,I,,W,,,10742,18,19,26.1,+,21,43,27,18,23,41.9,+,21,46,11,49.77,15.60,3.84,,,+1.18,,+1.17,,+0.60,,K2.5IIIab,,+0.196,-0.242,,+.025,-058,V?,<,17,,6.5,221.8,,,
6896,21    Sgr,BD-20 5134,169420,186794,,I,,,11325,,,18,19,23.6,-,20,35,43,18,25,21.0,-,20,32,30,11.74,-03.75,4.81,,,+1.31,,+0.92,,+0.84,,K2II,,+0.006,-0.025,,+.013,-012,V?,,,,3.6,1.7,,,*
6897,Alp Tel,CD-4612379,169467,229023,691,,,,,,,18,19,33.5,-,46,01,24,18,26,58.4,-,45,58,06,348.67,-15.18,3.51,,,-0.17,,-0.64,,-0.21,,B3IV,,-0.016,-0.054,,,-000,V?,,35,,,,,,*
6898,,BD-01 3486,169493,142294,,,,,11324,,,18,19,46.0,-,01,38,01,18,24,57.0,-,01,34,46,28.49,5.16,6.15,,,+0.37,,+0.15,,,,F6III+A9III,,-0.017,-0.010,D,+.011,-010,V?,,,,0.4,0.8,,,*
6899,,CP-74 1682,169570,257601,3466,,,,,,,18,20,04.9,-,74,01,38,18,32,55.3,-,73,57,56,320.58,-24.73,5.89,,,+0.98,,+0.83,,,,K0III,,-0.002,-0.090,,,-025,,,,,,,,,
6900,,BD+05 3730,169578,123453,,,,,,,,18,20,13.2,+,05,01,46,18,25,08.8,+,05,05,05,34.49,8.16,6.74,,,+0.02,,-0.21,,,,B9V,,-0.003,+0.008,,,-023,V,,250,,,,,,
6901,,BD+38 3160,169646,66936,,I,,,11320,,10756,18,20,36.4,+,38,41,05,18,23,57.4,+,38,44,21,66.53,21.62,6.36,R,,,,,,,,K4III,,+0.027,+0.006,,,-040,V,,,,6.1,61.5,AC,3,*
6902,,BD+07 3682,169689,123462,1478,,,,,,,18,20,50.1,+,07,58,33,18,25,38.8,+,08,01,55,37.21,9.36,5.65,,,+0.92,,+0.45,,,,G8III-IV+A0V,,-0.002,-0.006,,,-008,SBO,=<,50,,,,,,*
6903,2Mu  Lyr,BD+39 3410,169702,66943,3463,,,,,,,18,20,56.1,+,39,27,09,18,24,13.8,+,39,30,26,67.33,21.80,5.12,,,+0.03,,+0.08,,,,A3IVn,,-0.023,-0.002,,+.004,-024,SB,,165,,,,,,*
6904,,BD+27 3016,169718,86019,,,,,11334,,,18,20,59.8,+,27,20,22,18,24,58.5,+,27,23,43,55.30,17.51,6.27,,,+0.05,,+0.02,,,,A0V+A4V,,+0.002,+0.008,D,+.004,-029,SB,,105,,0.9,0.6,AB,3,*
6905,Zet Tel,CD-4912153,169767,229047,,,,,,,,18,21,07.7,-,49,07,29,18,28,49.9,-,49,04,15,345.82,-16.68,4.13,,,+1.02,,+0.82,,+0.34,E,G8-K0III,,+0.144,-0.242,,+.027,-031,,,,,,,,,*
6906,,BD+14 3533,169820,103709,,,,S,,,,18,21,23.3,+,14,54,34,18,25,55.4,+,14,58,00,43.60,12.32,6.37,,,+0.01,,-0.31,,,,B9V,,+0.012,-0.006,,,-021,V,,,,,0.1,,,
6907,,CD-2914965,169830,186838,,,,,,,,18,21,25.8,-,29,52,37,18,27,49.5,-,29,48,59,3.69,-08.47,5.92,,,+0.52,,,,,,F9V,,-0.003,+0.032,,,-017,V,,,,,,,,
6908,,CP-57 9063,169836,245510,3464,,,W,,,,18,21,19.8,-,57,35,04,18,29,56.7,-,57,31,23,337.57,-19.87,5.76,,,+0.98,,,,,,K0III,,+0.051,-0.025,,,-000,,,,,4.7,33.9,AC,3,
6909,,CD-2613184,169851,186837,,,,,11354,,,18,21,29.6,-,26,41,37,18,27,43.8,-,26,38,05,6.55,-07.02,6.31,,,+0.26,,,,,,A8V+F2V,,+0.003,-0.025,D,+.009,-029,,,,,0.0,1.1,,,*
6910,,CD-3912626,169853,210197,,,,,,,,18,21,32.0,-,39,03,18,18,28,27.1,-,38,59,44,355.33,-12.57,5.64,,,+0.13,,,,,,A2mA2-F0,,-0.002,-0.038,,,-021,,,,,,,,,
6911,,BD+53 2079,169885,30943,,,,,,,,18,21,38.5,+,53,14,46,18,23,47.8,+,53,18,03,81.86,25.44,6.32,,,+0.16,,+0.14,,+0.06,,A3m,,+0.008,-0.015,,,-004,,,40,,,,,,
6912,,CP-81  813,169904,258804,,,,,,,,18,21,42.5,-,81,53,06,18,42,14.1,-,81,48,28,312.09,-26.50,6.27,,,-0.13,,-0.37,,,,B8V,,+0.001,-0.006,,,-006,V?,,,,,,,,
