HR,Name,DM,HD,SAO,FK5,IFflag,r_IFflag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs19000,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
4334,,CD-27 7886,96819,179577,,,,,,,5101,11,03,53.5,-,27,32,18,11,08,43.9,-,28,04,50,276.87,29.54,5.44,,,+0.07,,+0.06,,,,A1V,,-0.080,-0.016,,+.011,+016,V?,,227,,,,,,
4335,52Psi UMa,BD+45 1897,96833,43629,420,I,,,,,,11,04,02.6,+,45,02,28,11,09,39.8,+,44,29,55,165.80,63.23,3.01,,,+1.14,,+1.11,,+0.57,,K1III,,-0.065,-0.028,,,-004,V?,<,19,:,,,,,
4336,,BD+43 2083,96834,43627,,I,,,,,5107,11,04,02.6,+,43,44,59,11,09,38.5,+,43,12,27,168.30,63.89,5.89,,,+1.57,,+1.90,,+0.97,E,M2III,,-0.064,-0.011,,,+018,,,,,,,,,*
4337,,CP-58 3189,96918,238813,1289,I,,,,,V382 Car,11,04,19.0,-,58,26,00,11,08,35.4,-,58,58,30,290.01,1.29,3.91,,,+1.23,,+0.94,,+0.58,,G40-Ia,v,-0.007,0.000,,-.001,+007,SB,,23,,,,,,*
4338,,CP-61 2075,96919,251286,2891,,,,,,V371 Car,11,04,24.1,-,61,24,20,11,08,34.0,-,61,56,50,291.15,-01.45,5.13,,,+0.22,,-0.44,,,,B9Ia,t,-0.006,+0.002,,+.009,-022,,,0,,,,,,*
4339,,CD-31 8816,97023,202149,,,,,,,5111,11,05,04.9,-,31,49,28,11,09,53.4,-,32,22,03,279.22,25.79,5.81,,,+0.04,,,,,,A2V,,+0.023,-0.029,,,-000,,,,,,,,,
4340,,BD+69  602,97138,15431,,,,,,,5119,11,05,48.0,+,68,48,53,11,12,11.0,+,68,16,19,135.92,46.27,6.40,,,,,,,,,A3V,,+0.032,+0.010,,,-018,,,,,,,,,
4341,,BD+15 2301,97244,99492,,,,,,,,11,06,29.1,+,14,56,37,11,11,43.7,+,14,24,01,236.63,63.53,6.30,,,+0.21,,+0.08,,,,A5V,,-0.066,-0.009,,,+006,,,82,,,,,,
4342,,CP-57 4387,97271,238839,,,,,,,,11,06,35.5,-,57,54,45,11,10,54.7,-,58,27,19,290.09,1.89,6.88,,,-0.08,,-0.44,,,,B7III,,-0.036,+0.003,,,+017,,,,,,,,,
4343,11Bet Crt,BD-22 3095,97277,179624,421,,,,,,,11,06,44.3,-,22,16,47,11,11,39.5,-,22,49,33,274.78,34.53,4.48,,,+0.03,,+0.06,,+0.02,,A2III,,+0.003,-0.100,,+.051,+006,SB,,58,,,,,,
4344,,BD+55 1446,97302,27952,,,,,,,,11,06,55.4,+,55,26,16,11,12,44.5,+,54,53,39,149.04,56.94,6.63,,,,,,,,,A4V,,+0.001,-0.002,,,-006,V,,,,,,,,
4345,,BD+36 2162,97334,62451,,,,W,,,,11,07,05.8,+,36,21,43,11,12,32.2,+,35,48,49,184.33,67.28,6.41,,,+0.61,,+0.10,,,,G0V,,-0.271,-0.170,,,-003,V,=<,6,,1.6,138.7,AB,4,
4346,,CD-31 8847,97393,202197,1290,I,,,,,5129,11,07,25.5,-,31,53,26,11,12,14.8,-,32,26,02,279.75,25.93,6.38,,,+1.70,,+1.85,,+0.98,E,M1III,,+0.019,+0.011,,,+027,,,,,,,,,
4347,Psi Crt,BD-17 3321,97411,156528,,,,,8086,,,11,07,32.7,-,17,57,20,11,12,30.4,-,18,30,00,272.49,38.45,6.13,,,-0.01,,-0.01,,,,A0V,,-0.019,-0.030,,,+014,,,51,,0.4,0.2,,,*
4348,,BD-20 3374,97428,179638,,,,,,,,11,07,38.7,-,21,12,21,11,12,34.6,-,21,44,57,274.41,35.59,6.40,,,+1.38,,,,,,K0,,-0.011,+0.012,,,-024,V?,,,,,,,,
4349,,CP-70 1336,97472,256808,,,,,,,,11,07,47.9,-,70,53,34,11,11,29.5,-,71,26,11,295.08,-10.10,6.35,,,+1.37,,+1.54,,,,K2-3III,,-0.020,+0.003,,,+026,,,,,,,,,
4350,,CD-48 6263,97495,222639,1291,,,,,,,11,07,59.6,-,48,33,29,11,12,33.1,-,49,06,04,286.76,10.64,5.36,,,+0.18,,,,,,A3IV-V,,-0.096,+0.033,,,-010,SB,,128,,,,,,
4351,,BD+41 2170,97501,43649,,,,,8093,,,11,08,07.8,+,41,37,57,11,13,40.2,+,41,05,19,171.83,65.55,6.33,,,+1.15,,+1.12,,,,K2III,,-0.004,+0.013,,,+012,V,,,,4.8,3.1,,,*
4352,,CP-59 3190,97534,251316,,,,W,,,5137,11,08,18.5,-,59,46,25,11,12,36.0,-,60,19,03,290.99,0.24,4.60,,,+0.55,,+0.05,,+0.38,,A6Iae,,-0.007,+0.004,,+.005,-008,,,34,,6.8,21.7,,,*
4353,,CD-49 5937,97550,222643,,,,,,,,11,08,23.0,-,49,11,32,11,12,56.9,-,49,44,11,287.06,10.08,6.11,,,+1.06,,,,,,G8II-III,,-0.008,-0.009,,,+007,,,,,,,,,
4354,,CD-43 6872,97576,222647,2894,,,,,,,11,08,34.8,-,43,49,41,11,13,14.7,-,44,22,20,285.02,15.06,5.80,,,+1.66,,+2.08,,,,K5-M0III,,-0.001,0.000,,,+001,V?,,,,,,,,
4355,,CP-63 1860,97583,251320,2893,,,W,,,,11,08,36.8,-,63,37,33,11,12,45.2,-,64,10,11,292.44,-03.33,5.23,,,-0.06,,-0.25,,,,B8V,,-0.050,+0.007,,,+021,,,206,,6.7,19.1,,,*
4356,69    Leo,BD+00 2761,97585,118731,,,,,,,,11,08,38.4,+,00,28,29,11,13,45.6,-,00,04,11,258.13,54.08,5.42,,,-0.03,,-0.05,,,,A0V,,-0.043,-0.002,,+.018,+005,V?,,177,,,,,,
4357,68Del Leo,BD+21 2298,97603,81727,422,I,,W,,,5143,11,08,47.4,+,21,04,18,11,14,06.5,+,20,31,25,224.22,66.83,2.56,,,+0.12,,+0.12,,+0.03,,A4V,,+0.142,-0.130,,+.048,-020,V,,181,,6.0,191.4,AB,3,*
4358,,BD+08 2476,97605,118735,2895,,,W,,,,11,08,50.0,+,08,36,29,11,14,01.8,+,08,03,38,247.99,60.08,5.79,,,+1.12,,+1.13,,+0.38,E,K3III,,+0.048,-0.110,,,+017,V?,,,,6.0,21.5,,,*
4359,70The Leo,BD+16 2234,97633,99512,423,,,,,,5144,11,08,59.6,+,15,58,34,11,14,14.4,+,15,25,46,235.37,64.59,3.34,,,-0.01,,+0.06,,-0.03,,A2V,,-0.061,-0.079,,+.026,+008,V,,20,,,,,,*
4360,,CP-52 4350,97651,238878,,,,,,,,11,09,09.5,-,52,41,18,11,13,39.3,-,53,13,54,288.48,6.87,5.76,,,+1.32,,+1.42,,,,K2III,,-0.025,+0.038,,,+047,,,,,,,,,
4361,,CP-58 3315,97670,238877,,,,,,,Var,11,09,11.0,-,59,04,30,11,13,30.8,-,59,37,10,290.83,0.93,5.74,,,-0.10,,-0.71,,,,B1.5V,,-0.009,-0.006,,,+018,,,62,,,,,,*
4362,72    Leo,BD+23 2322,97778,81736,2897,I,,,,,5147,11,09,53.1,+,23,38,26,11,15,12.2,+,23,05,44,218.10,67.88,4.63,,,+1.66,,+1.85,,+1.31,,M3IIb,e,-0.024,-0.006,,+.010,+016,,,,,,,,,*
4363,,BD+53 1480,97855,27970,,,,,8108,A,,11,10,18.8,+,53,19,00,11,16,04.0,+,52,46,23,151.12,58.82,6.50,,,+0.43,,-0.12,,,,F6V+F9V,,+0.162,+0.057,,+.052,-041,V?,=<,6,,1.7,12.7,,,*
4364,,CD-43 6899,97866,222671,,,,,,,,11,10,12.9,-,43,11,20,11,14,54.0,-,43,44,03,285.05,15.76,6.21,,,+1.61,,+1.93,,,,K4III,,-0.025,-0.016,,,+009,,,,,,,,,
4365,73    Leo,BD+14 2367,97907,99525,,I,,S,,,,11,10,38.0,+,13,51,11,11,15,51.9,+,13,18,27,239.93,63.74,5.32,,,+1.20,,+1.09,,,,K3III,,-0.007,-0.008,,,+018,SB,,19,:,,,,,*
4366,,BD+13 2379,97937,99527,,,,,,,,11,10,44.3,+,13,23,30,11,15,57.8,+,12,50,41,240.81,63.49,6.67,,,+0.27,,+0.07,,,,A9Vp,,-0.034,-0.055,,,-020,SB,,109,,,,,,*
4367,,BD+50 1807,97989,43675,424,,,,,,,11,11,03.8,+,50,01,20,11,16,41.9,+,49,28,35,155.72,61.19,5.88,,,+1.08,,,,,,gK0,,-0.083,-0.009,,,+000,V?,,,,,,,,
4368,74Phi Leo,BD-02 3315,98058,138102,1292,,,W,,,,11,11,34.6,-,03,06,18,11,16,39.7,-,03,39,06,262.66,51.65,4.47,,,+0.21,,+0.14,,+0.11,,A7IVn,,-0.108,-0.036,,+.019,-003,V?,,225,,4.7,96.9,,,*
4369,,BD-06 3344,98088,138106,2900,,,,8115,,SV Crt,11,11,54.0,-,06,35,21,11,16,58.2,-,07,08,05,265.81,48.81,6.14,,,+0.20,,+0.15,,,,A8IVpeSrCrSi,,-0.006,+0.009,D,+.004,-008,SB2O,,25,,3.8,57.2,AC,3,*
4370,,CD-45 6837,98096,222687,,,,W,,,,11,11,48.8,-,45,20,10,11,16,27.7,-,45,52,48,286.15,13.87,6.31,,,+0.40,,-0.03,,,,F3V,,-0.136,+0.066,D,+.016,-002,,,,,0.3,2.4,,,*
4371,75    Leo,BD+02 2409,98118,118764,2902,I,,,,,,11,12,08.6,+,02,33,38,11,17,17.4,+,02,00,38,257.02,56.25,5.18,,,+1.52,,+1.84,,+0.94,,M0III-IIIb,,+0.056,-0.140,,+.010,-059,V?,,,,,,,,
4372,,CD-37 7146,98161,202283,,,,,,,,11,12,25.5,-,37,28,07,11,17,11.8,-,38,00,52,283.19,21.22,6.27,,,+0.10,,,,,,A3Vn,,-0.088,+0.010,,,-003,,,,,,,,,
4373,,CD-34 7345,98221,202289,,,,,,,,11,12,49.6,-,34,11,28,11,17,39.2,-,34,44,14,281.91,24.28,6.45,,,+0.40,,-0.03,,,,F4V,,-0.006,+0.002,,,-009,,,,,,,,,
4374,53Xi  UMa,BD+32 2132,98230,62484,,I,:,,8119,B,5165,11,12,50.9,+,32,05,31,11,18,10.9,+,31,31,45,195.08,69.25,4.87,H,,,,,,,,G0V,,-0.432,-0.586,,+.137,-016,SB1O,,3,,0.5,3.1,AB,4,*
4375,53Xi  UMa,BD+32 2132,98231,62484,,I,,,8119,A,5165,11,12,50.9,+,32,05,31,11,18,11.0,+,31,31,45,195.08,69.25,4.41,H,,+0.59,,+0.04,,+0.34,,G0V,,-0.430,-0.586,,+.137,-016,SB1O,,1,,0.5,3.1,AB,4,*
4376,,CD-35 7111,98233,202291,,,,,,,,11,12,55.3,-,35,59,20,11,17,43.0,-,36,32,04,282.68,22.62,6.68,,,+0.98,,,,,,G8-K0III,,-0.077,+0.026,,,+003,V,,,,,,,,
4377,54Nu  UMa,BD+33 2098,98262,62486,425,I,,,8123,,,11,13,04.7,+,33,38,24,11,18,28.7,+,33,05,39,190.73,69.08,3.48,,,+1.40,,+1.55,,+0.70,,K3-IIIBa0.3,,-0.026,+0.028,,+.020,-009,SB,<,19,:,6.0,7.2,,,*
4378,,BD+12 2319,98280,99544,,,,,,,,11,13,08.0,+,12,31,56,11,18,21.0,+,11,59,05,243.13,63.44,6.66,,,+0.07,,+0.05,,,,A2V,,+0.004,-0.036,,,-035,,,,,,,,,
4379,,CP-67 1703,98292,251341,2903,,,W,,,5163,11,13,14.2,-,67,16,37,11,17,19.0,-,67,49,25,294.21,-06.56,6.06,,,+1.76,,+1.93,,,,M2III,,+0.013,-0.007,,,+026,V,,,,7.5,34.7,,,*
4380,55    UMa,BD+38 2225,98353,62491,1293,,,,,,,11,13,40.9,+,38,44,03,11,19,07.9,+,38,11,08,177.34,67.74,4.78,,,+0.12,,+0.03,,+0.03,,A1Vp:,,-0.057,-0.068,,+.025,-003,SB2O,,47,,,,,,*
4381,76    Leo,BD+02 2411,98366,118778,,,,,,,,11,13,47.0,+,02,11,55,11,18,55.0,+,01,39,02,257.99,56.23,5.91,,,+1.04,,+0.87,,,,gK0,,-0.038,-0.055,,,+005,V?,,,,,,,,
4382,12Del Crt,BD-13 3345,98430,156605,426,I,,,,,,11,14,20.4,-,14,14,14,11,19,20.5,-,14,46,43,272.07,42.51,3.56,,,+1.12,,+0.97,,+0.60,,G8III-IV,,-0.122,+0.208,,+.024,-005,SB,<,19,:,,,,,
4383,,BD+67  692,98499,15478,2905,,,,,,,11,14,46.9,+,67,38,58,11,20,53.8,+,67,06,02,135.79,47.70,6.21,,,+1.01,,,,,,G8,,+0.049,-0.052,,,-056,,,,,,,,,
4384,,CP-63 1881,98560,251357,,,,,,,,11,15,05.4,-,64,02,11,11,19,16.5,-,64,34,57,293.25,-03.46,5.99,,,+0.46,,0.00,,,,F6IV,,-0.302,+0.044,,,+006,,,,,,,,,
4385,,CP-78  638,98617,256823,2904,,,,,,,11,15,38.5,-,79,07,15,11,18,34.3,-,79,40,07,298.68,-17.57,6.35,,,+0.26,,+0.08,,,,A8IIIm:,,+0.031,-0.026,,,-004,,,,,,,,,
4386,77Sig Leo,BD+06 2437,98664,118804,427,,,,,,,11,15,58.8,+,06,34,39,11,21,08.2,+,06,01,46,253.36,59.90,4.05,,,-0.06,,-0.12,,-0.07,,B9.5V s,,-0.092,-0.012,,+.001,-005,SB,,65,,,,,,
4387,,CP-74  801,98672,256826,,,,,,,,11,16,00.3,-,74,35,42,11,19,36.3,-,75,08,33,297.03,-13.33,6.27,,,-0.03,,-0.12,,,,B9.5-A0V,,-0.038,+0.004,,,+023,V?,,,,,,,,
4388,,BD+57 1316,98673,27999,2907,,,,,,,11,16,05.5,+,57,37,21,11,21,49.3,+,57,04,30,144.73,56.10,6.43,,,+0.15,,+0.09,,,,A7Vn,,-0.058,+0.009,,,-010,SB,,230,,,,,,
4389,,CP-71 1238,98695,256828,,,,,,,,11,16,10.8,-,71,26,48,11,20,03.9,-,71,59,40,295.93,-10.38,6.41,,,+0.05,,-0.48,,,,B4V,,-0.039,-0.005,,,-000,,,,,,,,,
4390,Pi  Cen,CP-53 4498,98718,238986,428,,,W,,,,11,16,26.7,-,53,56,35,11,21,00.4,-,54,29,28,289.96,6.09,3.89,,,-0.15,,-0.59,,-0.17,,B5Vn,,-0.036,-0.006,D,+.011,+009,V,,326,,0.7,0.2,,,*
4391,,BD+65  828,98772,15486,429,,,,,,,11,16,54.9,+,64,52,40,11,22,51.3,+,64,19,50,137.71,50.18,6.02,,,+0.09,,+0.09,,,,A1Vnp,,-0.005,+0.034,,,+001,,,160,,,,,,*
4392,56    UMa,BD+44 2083,98839,43719,2908,I,,,,,,11,17,20.4,+,44,01,53,11,22,49.6,+,43,28,58,164.73,65.77,4.99,,,+0.99,,+0.80,,+0.46,,G7.5IIIa:Ba0.3,,-0.038,-0.013,,-.002,+003,,<,19,:,,,,,
4393,,CD-43 7006,98892,222751,,,,,,,,11,17,38.9,-,44,05,48,11,22,23.1,-,44,38,45,286.70,15.40,6.12,,,+0.92,,+0.68,,,,G8III,,-0.048,-0.034,,,+001,,,,,,,,,
4394,,BD+00 2782,98960,118825,,I,,,,,,11,18,10.7,+,00,40,51,11,23,18.0,+,00,07,54,261.20,55.69,6.05,,,+1.46,,+1.78,,,,K3,,-0.037,-0.018,,,+022,,,,,,,,,
4395,13Lam Crt,BD-17 3367,98991,156646,,,,,,,,11,18,24.3,-,18,13,49,11,23,21.9,-,18,46,48,275.60,39.37,5.09,,,+0.42,,-0.06,,,,F5III,,-0.312,-0.034,,+.023,+011,SB1O,,14,,,,,,*
4396,,CD-35 7163,98993,202391,2909,,,W,,,,11,18,22.0,-,35,36,58,11,23,12.7,-,36,09,53,283.65,23.38,5.00,,,+1.46,,+1.63,,,,K6III,,-0.020,0.000,,+.025,-005,SB,,,,9.5,31.3,,,
4397,,CP-76  662,99015,256832,,,,,,,,11,18,34.8,-,77,03,35,11,21,57.1,-,77,36,30,298.07,-15.59,6.43,,,+0.20,,+0.11,,,,A5III-IV,,-0.081,-0.005,,,-006,V?,,,,,,,,
4398,,CP-56 4449,99022,239017,2910,,,,,,,11,18,35.5,-,56,13,50,11,23,08.1,-,56,46,46,291.02,4.04,5.79,,,+0.01,,,,,,A4:pe,,-0.030,+0.006,,,+003,,,,,,,,,*
4399,78Iot Leo,BD+11 2348,99028,99587,,I,,,8148,,5184,11,18,42.7,+,11,04,49,11,23,55.5,+,10,31,45,247.60,63.55,3.94,,,+0.41,,+0.07,,+0.21,,F4IV,,+0.168,-0.075,,+.052,-010,SB1O,,20,,2.8,1.1,,,*
4400,79    Leo,BD+02 2418,99055,118831,,,,D,,,,11,18,54.4,+,01,57,24,11,24,02.3,+,01,24,28,260.09,56.83,5.39,,,+0.94,,+0.66,,,,G8IIICN-0.5,,-0.020,+0.005,,,-010,V?,,,,0.7,0.0,,,*
4401,,CP-64 1657,99104,251383,,,,W,,,,11,19,02.0,-,64,24,21,11,23,21.8,-,64,57,18,293.78,-03.66,5.11,,,-0.08,,-0.42,,,,B5V,,-0.001,-0.005,D,+.010,+019,V?,,78,,1.2,2.6,,,
4402,14Eps Crt,BD-10 3260,99167,156658,,I,,,,,,11,19,33.5,-,10,18,39,11,24,36.6,-,10,51,34,271.04,46.57,4.83,,,+1.56,,+1.96,,+0.94,,K5III,,-0.028,+0.027,,,+003,V,<,19,:,,,,,
4403,,CD-41 6529,99171,222773,1294,,,,,,,11,19,34.9,-,42,07,12,11,24,22.1,-,42,40,09,286.33,17.38,6.12,,,-0.18,,-0.81,,,,B2IV-V,,-0.005,+0.001,,,+010,,,,,,,,,
4404,,BD+12 2335,99196,99598,2912,I,,,,,,11,19,47.7,+,11,58,47,11,24,58.9,+,11,25,49,246.45,64.34,5.80,,,+1.38,,+1.58,,+0.54,E,K4III,,-0.102,-0.005,,,+038,V?,,,,,,,,*
4405,15Gam Crt,BD-16 3244,99211,156661,431,,,,8153,,,11,19,53.1,-,17,08,05,11,24,52.9,-,17,41,02,275.41,40.52,4.08,,,+0.21,,+0.11,,+0.11,,A5V,,-0.098,+0.004,,+.028,+001,V?,,131,,4.8,5.3,,,*
4406,,CP-71 1248,99264,256834,2911,,,,,,,11,20,11.8,-,71,42,26,11,24,11.1,-,72,15,24,296.32,-10.51,5.59,,,+0.06,,-0.57,,0.00,,B2IV-V,,-0.030,-0.003,,,+002,V,,,,,,,,*
4407,,BD+56 1518,99283,28017,,,,,,,,11,20,18.7,+,56,23,55,11,25,57.1,+,55,51,02,145.26,57.42,5.75,,,,,,,,,K0III,,-0.066,+0.048,,,-006,V?,,,,,,,,
4408,81    Leo,BD+17 2356,99285,99601,2913,,,W,,,,11,20,23.5,+,17,00,23,11,25,36.4,+,16,27,23,236.75,67.45,5.57,,,+0.36,,+0.02,,,,F2V,,-0.143,-0.005,,,+018,V,,30,,3.6,55.7,,,
4409,,CD-35 7189,99322,202428,,,,I,,,,11,20,38.4,-,35,30,50,11,25,29.4,-,36,03,47,284.08,23.64,5.22,,,+0.99,,+0.77,,+0.31,E,K0III,,-0.113,+0.020,,+.032,+004,,,,,4.6,1.3,,,*
4410,80    Leo,BD+04 2463,99329,118851,,,,,,,,11,20,41.6,+,04,24,39,11,25,50.0,+,03,51,36,257.90,59.03,6.37,,,+0.33,,+0.05,,,,F3IV,,-0.080,-0.041,,,-003,SB,,112,,,,,,
4411,,CD-37 7235,99333,202430,,,,W,,,,11,20,42.5,-,37,11,51,11,25,33.1,-,37,44,52,284.73,22.07,5.89,,,+1.54,,+1.72,,,,M3III,,-0.042,-0.014,,,+007,,,,,5.5,4.7,,,
4412,,BD+34 2222,99373,62551,,,,,,,,11,21,04.4,+,33,59,59,11,26,25.5,+,33,27,02,188.72,70.63,6.32,,,+0.43,,0.00,?,,,F7V,,-0.040,+0.016,,,-025,,,5,,,,,,
4413,,CP-63 1893,99453,251402,,,,,,,,11,21,23.3,-,63,25,15,11,25,43.2,-,63,58,22,293.70,-02.65,5.17,,,+0.50,,+0.04,,,,F7V,,-0.313,-0.078,,+.040,-005,SB2,,84,,,,,,
4414,83    Leo,BD+03 2502,99491,118864,1296,,,,8162,A,,11,21,41.6,+,03,33,29,11,26,45.3,+,03,00,47,259.28,58.52,6.50,,,+0.79,,+0.49,,+0.36,,K0IV,,-0.724,+0.180,,+.054,-003,V?,,,,1.1,28.5,AB,3,*
4415,,CP-60 2941,99556,251406,,,,W,,,,11,22,05.4,-,60,33,54,11,26,35.3,-,61,06,55,292.87,0.09,5.30,,,-0.08,,-0.54,,-0.06,,B3IV,,-0.026,+0.002,,,+009,,,205,,8.5,13.0,,,*
4416,16Kap Crt,BD-11 3098,99564,156685,2914,,,W,,,,11,22,07.2,-,11,48,26,11,27,09.5,-,12,21,24,272.85,45.53,5.94,,,+0.49,,+0.03,,,,F4III-IV,,-0.097,+0.026,,,+006,,,,,7.0,27.9,,,
4417,,CP-52 4567,99574,239074,,,,W,,,,11,22,07.6,-,52,36,37,11,26,47.3,-,53,09,36,290.32,7.63,5.81,,,+0.52,,,,,,K0III+A2-3V,,-0.041,+0.014,,,-008,,,,,0.4,0.1,,,
4418,84Tau Leo,BD+03 2504,99648,118875,1297,I,,W,,,,11,22,47.6,+,03,24,25,11,27,56.2,+,02,51,22,259.90,58.57,4.95,,,+1.00,,+0.79,,+0.50,,G7.5IIIa,,+0.018,-0.012,,+.034,-009,,<,19,:,2.6,91.1,AB,4,*
4419,,BD-00 2442,99651,138216,,,,W,,,,11,22,47.0,-,01,08,58,11,27,53.7,-,01,42,00,264.70,54.85,6.25,,,+1.04,,+0.73,,,,gK2,,-0.034,-0.003,,,-010,,,,,1.4,0.3,,,
4420,,CD-34 7471,99712,202478,,,,,,,,11,23,05.3,-,34,46,42,11,27,58.5,-,35,19,43,284.31,24.51,6.45,,,,,,,,,K5III:,,-0.006,+0.012,,,-018,V,,,,,,,,
4421,,BD+62 1183,99747,15520,2915,,,,,,,11,23,21.8,+,62,19,21,11,29,04.6,+,61,46,42,138.87,52.73,5.83,,,+0.36,,-0.05,,,,F5Va vw,,-0.112,+0.237,,,-008,V,,,,,,,,
4422,57    UMa,BD+40 2433,99787,62572,,,,,8175,,,11,23,41.0,+,39,53,14,11,29,04.2,+,39,20,13,172.23,68.97,5.31,,,+0.01,,+0.01,,,,A2V,,-0.050,+0.016,,+.025,-011,SB,,176,,2.5,346.3,AD,6,*
4423,,CD-41 6565,99803,222813,,,,W,,,,11,23,46.0,-,42,07,25,11,28,35.1,-,42,40,27,287.10,17.64,5.08,,,-0.03,,,,,,B9V,,-0.040,+0.008,D,+.007,+003,SB,,0,,2.7,13.2,,,*
4424,,BD+57 1324,99859,28035,,,,,,,,11,24,07.6,+,57,17,22,11,29,43.5,+,56,44,15,143.51,57.01,6.28,,,+0.15,,+0.11,,+0.04,,A4m,,-0.089,-0.034,,,+009,,,90,,,,,,*
4425,,CP-71 1253,99872,256843,,,,W,,,,11,24,12.7,-,71,55,23,11,28,18.2,-,72,28,28,296.69,-10.62,6.09,,,+0.16,,-0.42,,,,B3V,,-0.043,-0.020,,,+012,,,,,0.1,0.3,,,
4426,85    Leo,BD+16 2266,99902,99629,,I,,,,,,11,24,29.3,+,15,57,56,11,29,41.9,+,15,24,48,240.45,67.70,5.74,,,+1.32,,,,,,gK4,,-0.028,-0.045,,,-029,,,,,,,,,
4427,,BD+55 1468,99913,28038,,,,,,,,11,24,38.7,+,54,54,52,11,30,12.9,+,54,21,42,146.03,58.97,6.41,R,,,,,,,,K0III,,+0.010,-0.057,,,-022,,,,,,,,,
4428,,CD-2310009,99922,179935,,,,,8183,,,11,24,40.1,-,23,54,48,11,29,38.6,-,24,27,48,280.16,34.77,5.76,,,+0.07,,,,,,A0V,,-0.048,+0.043,D,+.021,-002,,,,,3.0,8.3,AB,3,
4429,,BD+81  373,99945,1884,3956,,,,,,5230,11,24,47.9,+,81,40,40,11,31,50.4,+,81,07,38,126.62,35.42,6.15,,,+0.24,,+0.12,,,,A2m,,-0.149,+0.032,,+.020,+003,,,,,,,,,
4430,,BD+47 1880,99967,43784,,,,,,,EE UMa,11,24,57.4,+,47,12,29,11,30,25.0,+,46,39,27,156.83,64.78,6.35,,,+1.27,,+1.19,,,,K2IIICN-1,,+0.011,+0.032,,,+027,SBO,,,,,,,,*
4431,58    UMa,BD+43 2122,99984,43787,432,,,,,,,11,25,06.5,+,43,43,20,11,30,31.1,+,43,10,24,163.28,67.08,5.94,,,+0.49,,-0.01,,,,F4V,,-0.050,+0.083,,,-030,,=<,6,,,,,,*
4432,87    Leo,BD-02 3360,99998,138238,2917,I,,,,,,11,25,12.3,-,02,27,06,11,30,18.9,-,03,00,13,266.78,54.07,4.77,,,+1.54,,+1.83,,+0.84,,K3.5IIIFe-1,,+0.022,-0.014,,+.015,+019,V?,<,19,:,,,,,*
4433,86    Leo,BD+19 2459,100006,99637,2918,I,,,,,,11,25,15.9,+,18,57,38,11,30,29.0,+,18,24,35,233.76,69.44,5.52,,,+1.05,,+0.82,,+0.37,E,K0III,,-0.088,+0.020,,+.026,+027,V,,,,,,,,*
4434,1Lam Dra,BD+70  665,100029,15532,433,I,,,,,5231,11,25,28.3,+,69,52,59,11,31,24.2,+,69,19,52,132.98,46.20,3.84,,,+1.62,,+1.97,,+0.99,,M0IIICa-1,,-0.039,-0.017,,+.026,+007,,,,,,,,,*
4435,,BD+48 1952,100030,43790,,,,,,,,11,25,27.1,+,48,28,57,11,30,52.9,+,47,55,45,154.61,63.94,6.42,,,+0.88,,+0.54,,,,G9IV,,-0.229,-0.070,,,+038,,,,,,,,,
4436,,BD+49 2062,100055,43793,,,,,,,,11,25,42.0,+,49,20,30,11,31,10.2,+,48,47,21,153.20,63.35,6.56,,,+0.93,,+0.72,,,,G9III,,-0.030,-0.040,,,+006,,,,,,,,,
4437,88    Leo,BD+15 2345,100180,99648,,,,,8196,A,,11,26,35.1,+,14,55,18,11,31,44.9,+,14,21,52,243.43,67.48,6.20,,,+0.57,,+0.07,,,,G0V,,-0.330,-0.189,,+.035,-004,,=<,10,,2.8,15.5,,,*
4438,,CP-60 3011,100198,251437,,,,,,,V809 Cen,11,26,40.3,-,60,43,36,11,31,15.0,-,61,16,42,293.45,0.11,6.38,,,+0.52,,-0.11,,,,A3Iae,,-0.007,+0.003,,,-004,V,,,,,,,,*
4439,,BD+61 1246,100203,15542,,,,,8197,,,11,26,41.0,+,61,38,11,11,32,20.8,+,61,04,57,138.90,53.52,5.48,,,+0.50,,-0.01,,,,F8V,,+0.002,-0.069,,+.045,-046,SB,,0,,1.4,0.5,,,*
4440,,BD-19 3285,100219,179964,2919,,,,,,,11,26,47.8,-,20,13,32,11,31,47.6,-,20,46,36,278.98,38.36,6.24,,,+0.54,,,,,,F7IV,,-0.131,+0.032,,,+010,V?,=<,15,,,,,,
4441,Omi1Cen,CP-58 3692,100261,239145,,I,,W,,,Omi1 Cen,11,27,08.6,-,58,53,25,11,31,46.1,-,59,26,32,292.95,1.88,5.13,,,+1.08,,+0.78,,+0.66,,G30-Ia,,-0.005,-0.005,,+.024,-020,V,,,,6.4,13.3,,,*
4442,Omi2Cen,CP-58 3693,100262,239146,2920,,,,,,Omi2 Cen,11,27,11.3,-,58,57,49,11,31,48.8,-,59,30,57,292.98,1.81,5.15,,,+0.49,,-0.11,,+0.46,,A2Ia,,-0.008,+0.001,,+.014,-017,,,43,,,,,,*
