HR,Name,GLON,GLON_shifted,GLAT,Vmag
4784,,153.19,26.81,82.68,6.24
4785,8Bet CVn,136.1,43.9,75.32,4.26
4786,9Bet Crv,297.87,-117.87,39.31,2.65
4787,5Kap Dra,125.21,54.79,47.26,3.87
4788,,299.8,-119.8,18.1,5.77
4789,23    Com,262.15,-82.15,84.14,4.81
4790,,301.05,-121.05,0.97,6.22
4791,24    Com,278.83,-98.83,80.48,6.56
4792,24    Com,278.86,-98.86,80.48,5.02
4793,,266.81,-86.81,83.58,5.85
4794,,299.75,-119.75,21.75,5.13
4795,6    Dra,125.02,54.98,47.04,4.94
4796,,299.72,-119.72,22.91,5.8
4797,,298.04,-118.04,42.2,6.2
4798,Alp Mus,301.66,-121.66,-6.3,2.69
4799,25    Vir,296.26,-116.26,56.85,5.87
4800,,126.49,53.51,57.54,5.5
4801,25    Com,283.77,-103.77,79.42,5.68
4802,Tau Cen,300.59,-120.59,14.27,3.86
4803,,299.17,-119.17,35.63,5.45
4804,,302.14,-122.14,-12.52,6.49
4805,,294.73,-114.73,65.94,6.33
4806,,301.71,-121.71,-4.35,6.25
4807,,295.32,-115.32,64.53,5.71
4808,,293.68,-113.68,69.63,7.08
4809,,298.71,-118.71,44.52,6
4810,,299.77,-119.77,32.37,5.89
4811,9    CVn,132.88,47.12,76.01,6.37
4812,,270.09,-90.09,84.72,6.38
4813,26Chi Vir,297.7,-117.7,54.75,4.66
4814,,301.78,-121.78,-3.67,6.26
4815,26    Com,277.43,-97.43,83.32,5.46
4816,,138.51,41.49,80.81,6.45
4817,,300.53,-120.53,22.83,4.64
4818,,301.12,-121.12,16.69,5.84
4819,Gam Cen,301.26,-121.26,13.88,2.17
4820,,302.1,-122.1,-6.55,6.33
4821,,299.1,-119.1,49.78,6.08
4822,,299.1,-119.1,49.78,5.98
4823,,301.73,-121.73,3.16,4.93
4824,27    Vir,294.55,-114.55,73.14,6.19
4825,29Gam Vir,297.85,-117.85,61.33,3.65
4826,29Gam Vir,297.85,-117.85,61.33,3.68
4827,,299.84,-119.84,43.06,6.03
4828,30Rho Vir,294.88,-114.88,72.96,4.88
4829,31    Vir,296.18,-116.18,69.55,5.59
4830,,301.96,-121.96,-0.2,5.31
4831,,301.43,-121.43,14.03,4.66
4832,,301.72,-121.72,6.9,6.08
4833,76    UMa,124.87,55.13,54.38,6.07
4834,,301.77,-121.77,6.68,6
4835,,301.9,-121.9,3.95,6.4
4836,,301.28,-121.28,22.67,6.44
4837,,298.88,-118.88,61.23,5.93
4838,,301.25,-121.25,26.5,6.39
4839,,300.95,-120.95,34.52,5.48
4840,,124.73,55.27,55.94,6.38
4841,,302.35,-122.35,-5.97,6.16
4842,Iot Cru,302.23,-122.23,1.88,4.69
4843,,127.22,52.78,72.97,6.33
4844,Bet Mus,302.45,-122.45,-5.24,3.05
4845,10    CVn,128.81,51.19,77.78,5.95
4846,,126.45,53.55,71.65,4.99
4847,32    Vir,298.61,-118.61,70.5,5.22
4848,,302.23,-122.23,6.38,4.65
4849,33    Vir,298.79,-118.79,72.38,5.67
4850,,301.81,-121.81,29.55,5.86
4851,27    Com,296.68,-116.68,79.39,5.12
4852,,123.29,56.71,36.5,6.4
4853,Bet Cru,302.46,-122.46,3.18,1.25
4854,,299.9,-119.9,68.8,6.34
4855,34    Vir,299,-119,74.8,6.07
4856,,301.18,-121.18,56.56,6.26
4857,,301.91,-121.91,38.01,6.44
4858,35    Vir,300.7,-120.7,66.43,6.41
4859,,123.74,56.26,54.34,5.89
4860,,302.12,-122.12,35.27,5.66
4861,28    Com,299.63,-119.63,76.4,6.56
4862,,302.8,-122.8,-9.11,5.55
4863,7    Dra,123.53,56.47,50.33,5.43
4864,,288.28,-108.28,87.64,6.31
4865,29    Com,300.2,-120.2,76.98,5.7
4866,11    CVn,124.18,55.82,68.66,6.27
4867,,123.56,56.44,56.81,5.85
4868,,302.78,-122.78,2.47,6.75
4869,30    Com,171.1,8.9,89.36,5.78
4870,Iot Oct,303.01,-123.01,-22.25,5.46
4871,,302.74,-122.74,14.41,6.24
4872,,302.86,-122.86,10.08,5.73
4873,,299.36,-119.36,85.73,6.43
4874,,302.75,-122.75,28.87,4.91
4875,,124.31,55.69,79.61,5.89
4876,,302.91,-122.91,2.54,5.72
4877,,302.91,-122.91,52.53,6.41
4878,37    Vir,303.04,-123.04,65.93,6.02
4879,,303.04,-123.04,23.19,5.98
4880,,303.05,-123.05,14.78,6.33
4881,,303.08,-123.08,36.13,6.15
4882,,303.08,-123.08,9.04,6.24
4883,31    Com,114.93,65.07,89.58,4.94
4884,32    Com,303.98,-123.98,79.94,6.32
4885,,303.17,-123.17,7.92,5.93
4886,,304.22,-124.22,78.99,6.3
4887,,303.17,-123.17,2.54,5.76
4888,,303.22,-123.22,13.93,4.33
4889,,303.34,-123.34,22.69,4.27
4890,Kap Cru,303.23,-123.23,2.49,5.9
4891,38    Vir,303.79,-123.79,59.32,6.11
4892,,123.01,56.99,33.71,5.85
4893,,123.01,56.99,33.72,5.28
4894,35    Com,307.21,-127.21,84.1,4.9
4895,,303.32,-123.32,4.44,6.58
4896,,303.98,-123.98,58.64,6.44
4897,Lam Cru,303.35,-123.35,3.72,4.62
4898,Mu 1Cru,303.36,-123.36,5.69,4.03
4899,Mu 2Cru,303.37,-123.37,5.7,5.17
4900,41    Vir,305.23,-125.23,75.28,6.25
4901,,304.06,-124.06,51.22,6
4902,40Psi Vir,304.14,-124.14,53.33,4.79
4903,,303.61,-123.61,18.72,5.89
4904,,117.74,62.26,83.57,6.26
4905,77Eps UMa,122.18,57.82,61.16,1.77
4906,,303.69,-123.69,19.95,5.47
4907,,303.33,-123.33,-9.32,5.93
4908,,303.55,-123.55,6.03,5.32
4909,,121.2,58.8,69.92,5.84
4910,43Del Vir,305.53,-125.53,66.25,3.38
4911,,304.52,-124.52,47.53,6.17
4912,,304.34,-124.34,36.4,6.62
4913,,303.83,-123.83,11.66,5.16
4914,12Alp1CVn,118.31,61.69,78.77,5.6
4915,12Alp2CVn,118.29,61.71,78.77,2.9
4916,8    Dra,122.26,57.74,51.68,5.24
4917,,121.36,58.64,63.01,5.82
4918,,304.78,-124.78,40.1,6.31
4919,,119.92,60.08,70.92,6.12
4920,36    Com,313.41,-133.41,80.13,4.78
4921,44    Vir,306.92,-126.92,59,5.79
4922,,305.11,-125.11,29.33,6.02
4923,Del Mus,303.8,-123.8,-8.69,3.62
4924,37    Com,95.6,84.4,85.86,4.9
4925,46    Vir,307.43,-127.43,59.42,5.99
4926,,317.04,-137.04,80.99,6.2
4927,,122.32,57.68,41.65,6.01
4928,9    Dra,121.6,58.4,50.51,5.32
4929,38    Com,316.09,-136.09,79.75,5.96
4930,,303.87,-123.87,-8.63,6.03
4931,78    UMa,120.3,59.7,60.71,4.93
4932,47Eps Vir,312.34,-132.34,73.63,2.83
4933,Xi 1Cen,304.95,-124.95,13.3,4.85
4934,,121,59,53.48,6
4935,,306.83,-126.83,42.2,5.58
4936,,120.31,59.69,57.35,6.53
4937,48    Vir,308.99,-128.99,59.06,6.59
4938,,305.64,-125.64,21.61,6.26
4939,,305.13,-125.13,10.7,6.43
4940,,305.47,-125.47,14.34,4.71
4941,,305.97,-125.97,21.19,5.59
4942,Xi 2Cen,305.49,-125.49,12.89,4.27
4943,14    CVn,104.46,75.54,80.81,5.25
4944,,304.94,-124.94,2.95,5.99
4945,,114.85,65.15,71.63,5.63
4946,39    Com,333.39,-153.39,83.13,5.99
4947,,306.44,-126.44,26.91,6.54
4948,,64.11,115.89,86.23,6.54
4949,40    Com,340.64,-160.64,84.36,5.6
4950,,121.57,58.43,44.07,6.31
4951,,305.37,-125.37,9.34,5.71
4952,The Mus,304.67,-124.67,-2.49,5.51
4953,,119.88,60.12,55,6.14
4954,41    Com,41.94,138.06,86.47,4.8
4955,49    Vir,309.5,-129.5,51.92,5.19
4956,,40.56,139.44,86.32,6.19
4957,,310.07,-130.07,53.65,5.55
4958,45Psi Hya,308.19,-128.19,39.57,4.95
4959,,310.25,-130.25,53.08,6.32
4960,,317.53,-137.53,72.39,5.78
4961,50    Vir,310.31,-130.31,52.28,5.94
4962,,326.33,-146.33,78.88,5.91
4963,51The Vir,311.42,-131.42,57.03,4.38
4964,,103.61,76.39,79.01,6.02
4965,,305.95,-125.95,10.19,6.06
4966,,304.69,-124.69,-7.14,5.91
4967,15    CVn,105.55,74.45,77.97,6.28
4968,42Alp Com,327.96,-147.96,79.49,5.22
4969,42Alp Com,327.96,-147.96,79.49,5.22
4970,,306.83,-126.83,20.49,5.79
4971,17    CVn,105.17,74.83,77.98,5.91
4972,,305.23,-125.23,-0.52,6.33
4973,,306.77,-126.77,19.35,5.25
4974,,119.22,60.78,54.77,6.54
4975,,305.55,-125.55,2.85,4.6
4976,,304.12,-124.12,-15.63,5.85
4977,,305.09,-125.09,-3.44,5.9
4978,,308.53,-128.53,36.1,6.5
4979,,307.43,-127.43,24.89,4.85
4980,,305.63,-125.63,2.94,6.16
4981,53    Vir,310.12,-130.12,46.39,5.04
4982,,307.12,-127.12,20,6.22
4983,43Bet Com,43.33,136.67,85.4,4.26
4984,,2.47,177.53,84.52,6.33
4985,,306.48,-126.48,12.02,5.89
4986,,321.61,-141.61,73.66,5.77
4987,,334.19,-154.19,80.31,6.53
4988,,305.89,-125.89,4.06,5.89
4989,,305.87,-125.87,3.64,4.92
4990,54    Vir,310.15,-130.15,43.74,6.28
4991,,307.29,-127.29,19.54,6.16
4992,,334.87,-154.87,80.22,6.11
4993,Eta Mus,305.18,-125.18,-5.13,4.8
4994,,305.03,-125.03,-6.9,6.37
4995,55    Vir,310.21,-130.21,42.62,5.33
4996,,306.86,-126.86,13.74,5.89
4997,,104.83,75.17,76.18,4.92
4998,,322.99,-142.99,73.3,5.67
4999,,308.26,-128.26,26.26,6.19
5000,,305.59,-125.59,-2.4,6.07
5001,57    Vir,310.77,-130.77,42.56,5.22
5002,,305.47,-125.47,-4.04,4.87
5003,,120.66,59.34,44.23,6.59
5004,19    CVn,104.57,75.43,75.4,5.79
5005,,315.84,-135.84,60.85,6.68
5006,,309.26,-129.26,31.05,5.1
5007,,339.43,-159.43,80.12,6.45
5008,,307.82,-127.82,18.65,5.84
5009,,121.85,58.15,36.61,6.25
5010,,342.33,-162.33,80.67,6.45
5011,59    Vir,322.8,-142.8,71.31,5.22
5012,,305.11,-125.11,-9.28,6.04
5013,,328.35,-148.35,75.26,5.33
5014,,316.69,-136.69,61.5,6.37
5015,60Sig Vir,320.14,-140.14,67.46,4.8
5016,,307.25,-127.25,11.36,6.19
5017,20    CVn,102.73,77.27,75.52,4.73
5018,,119.46,60.54,48.55,6.2
5019,61    Vir,311.88,-131.88,44.1,4.74
5020,46Gam Hya,311.1,-131.1,39.26,3
5021,,319.73,-139.73,65.66,6.62
5022,,84.77,95.23,80.93,5.82
5023,21    CVn,111.85,68.15,66.87,5.15
5024,,306.6,-126.6,2.89,6.18
5025,,88.19,91.81,80.06,6.02
5026,,307.41,-127.41,9.87,5.48
5027,,307.08,-127.08,6.83,6.02
5028,Iot Cen,309.42,-129.42,25.79,2.75
5029,,308.17,-128.17,15.69,5.77
5030,,305.37,-125.37,-9.42,6.05
5031,,320.32,-140.32,64.82,6.26
5032,23    CVn,100.09,79.91,75.67,5.6
5033,,312.61,-132.61,42.82,6.21
5034,,306.7,-126.7,1.67,6.18
5035,,306.71,-126.71,1.65,4.53
5036,,307.73,-127.73,10.4,5.83
5037,,320.35,-140.35,63.93,5.69
5038,,308.36,-128.36,14.6,6.16
5039,,308.31,-128.31,13.98,6.38
5040,64    Vir,322.72,-142.72,66.84,5.87
5041,,306.42,-126.42,-1.88,4.53
5042,Iot1Mus,305.17,-125.17,-12.16,5.05
5043,,310.53,-130.53,29.21,6.22
5044,63    Vir,313.5,-133.5,44.49,5.37
5045,,104.7,75.3,72.12,6.35
5046,,308.29,-128.29,12.71,6.48
5047,65    Vir,317.64,-137.64,57.03,5.89
5048,,306.56,-126.56,-1.85,5.31
5049,,305.8,-125.8,-7.95,5.67
5050,66    Vir,318.08,-138.08,56.73,5.75
5051,Iot2Mus,305.34,-125.34,-11.99,6.63
5052,,90.25,89.75,77.95,6.07
5053,,332.35,-152.35,73.39,6.44
5054,79Zet UMa,113.11,66.89,61.58,2.27
5055,79Zet UMa,113.11,66.89,61.58,3.95
5056,67Alp Vir,316.11,-136.11,50.84,0.98
5057,,11.48,168.52,81.73,5.78
5058,,310.14,-130.14,22.63,5.09
5059,,320.78,-140.78,60.47,5.97
5060,,310.04,-130.04,20.88,5.69
5061,,308.91,-128.91,13.31,6.31
5062,80    UMa,112.77,67.23,61.47,4.01
5063,,308.92,-128.92,13.07,6.28
5064,68    Vir,316.18,-136.18,49.25,5.25
5065,,310.31,-130.31,22.2,6.4
5066,,306.19,-126.19,-6.99,6.2
5067,,105.14,74.86,69.88,5.88
5068,69    Vir,315.45,-135.45,46.02,4.76
5069,,306.95,-126.95,-2.1,6.11
5070,,116.41,63.59,53.43,6.5
5071,,308.99,-128.99,11.26,5.06
5072,70    Vir,337.69,-157.69,74.11,4.98
5073,,119.27,60.73,44.49,5.79
5074,,116.77,63.23,51.96,6.66
5075,,116.75,63.25,51.98,7.04
5076,,110.49,69.51,63.49,6.34
5077,,95.99,84.01,74.4,6.47
5078,,322.16,-142.16,60.09,6.43
5079,,108.77,71.23,65.52,6.8
5080,,314.22,-134.22,38.75,4.97
5081,71    Vir,333.33,-153.33,71.42,5.65
5082,,305.25,-125.25,-14.88,6.48
5083,,108.68,71.32,65.36,6.43
5084,Kap Oct,303.91,-123.91,-23.01,5.58
5085,,114.52,65.48,56.57,5.4
5086,,329.33,-149.33,68.05,6.17
5087,,328.11,-148.11,66.98,6.51
5088,72    Vir,320.03,-140.03,55.1,6.09
5089,,311.22,-131.22,22.83,3.88
5090,,313.6,-133.6,33.93,6.47
5091,,120.71,59.29,38.33,5.77
5092,,311.62,-131.62,23.79,6.16
5093,,307.27,-127.27,-3.12,6.37
5094,73    Vir,316.15,-136.15,43.1,6.01
5095,74    Vir,320.78,-140.78,55.21,4.69
5096,,96.97,83.03,72.96,6.08
5097,,313.74,-133.74,33.31,5.69
5098,,313.54,-133.54,32.46,6.45
5099,75    Vir,317.47,-137.47,46.34,5.55
5100,76    Vir,319.44,-139.44,51.37,5.21
5101,,320.76,-140.76,54.23,6.68
5102,,18.61,161.39,80.28,6.11
5103,,310.29,-130.29,13.98,6.33
5104,,313.24,-133.24,28.69,6.44
5105,78    Vir,328.27,-148.27,64.41,4.94
5106,,318.87,-138.87,48.32,5.91
5107,79Zet Vir,325.25,-145.25,60.39,3.37
5108,,88.07,91.93,75.29,6.37
5109,81    UMa,110.49,69.51,60.74,5.6
5110,,83.33,96.67,76.41,4.98
5111,80    Vir,322.71,-142.71,55.77,5.73
5112,24    CVn,104.99,75.01,66.59,4.7
5113,,308.33,-128.33,0.7,5.63
5114,,336.59,-156.59,70.14,6.49
5115,,305.94,-125.94,-13.09,6.34
5116,,98.48,81.52,70.79,6.84
5117,,313.47,-133.47,27.47,6.5
5118,,311.52,-131.52,17.97,5.98
5119,,306.91,-126.91,-7.94,6.1
5120,,315.38,-135.38,35.28,5.78
5121,,311.13,-131.13,15.71,5.9
5122,,309.03,-129.03,3.9,6.42
5123,,21.68,158.32,79.45,5.74
5124,,309.26,-129.26,4.67,6.01
5125,,306.94,-126.94,-8.3,6.59
5126,,104.68,75.32,66.01,6.49
5127,25    CVn,78.96,101.04,76.61,4.82
5128,,315.08,-135.08,32.19,5.83
5129,,345.58,-165.58,73.18,6.52
5130,,308.14,-128.14,-2.2,5.79
5131,,119.65,60.35,40.3,6.57
5132,Eps Cen,310.19,-130.19,8.72,2.3
5133,,105.56,74.44,64.82,6.48
5134,,310.89,-130.89,12.17,6
5135,,312.92,-132.92,22.19,6.27
5136,,312.88,-132.88,21.88,5.6
5137,,356.46,-176.46,75.91,6.48
5138,,339.9,-159.9,70.08,5.57
5139,,117.72,62.28,45.42,5.5
5140,,309.46,-129.46,3.44,5.38
5141,,310.25,-130.25,7.6,5.01
5142,82    UMa,107.04,72.96,62.7,5.46
5143,,55.83,124.17,78.65,6.21
5144,1    Boo,3.08,176.92,76.64,5.75
5145,,40.68,139.32,79.06,6.23
5146,,317.55,-137.55,38,6.59
5147,,314.8,-134.8,28.11,6.05
5148,,104.46,75.54,64.82,6.32
5149,2    Boo,13.26,166.74,77.84,5.62
5150,82    Vir,323.42,-143.42,52.16,5.01
5151,,309.98,-129.98,5.4,6
5152,,311.19,-131.19,11.25,6.41
5153,,110.18,69.82,58.69,6.29
5154,83    UMa,108.18,71.82,61.01,4.66
5155,,313.2,-133.2,20.44,5.98
5156,,337.96,-157.96,67.74,6.16
5157,,313.2,-133.2,19.76,5.98
5158,,311.35,-131.35,10.99,6.47
5159,84    Vir,332.78,-152.78,63.38,5.36
5160,,90.49,89.51,72.09,6.3
5161,,71.71,108.29,76.51,5.98
5162,,114.42,65.58,51.47,5.85
5163,,326.12,-146.12,54.99,6.51
5164,,15.32,164.68,77.35,6.13
5165,83    Vir,321.03,-141.03,44.82,5.6
5166,,317.81,-137.81,35.83,6.21
5167,,317.84,-137.84,35.18,5.81
5168,1    Cen,315.86,-135.86,28.46,4.23
5169,,104.91,75.09,63.19,6.02
5170,85    Vir,321.56,-141.56,45.14,6.19
5171,,309.3,-129.3,-0.41,6.51
5172,,311.63,-131.63,10.5,4.65
5173,86    Vir,323.16,-143.16,48.29,5.51
5174,,315.28,-135.28,25.29,5.15
5175,,312.02,-132.02,11.63,5.91
5176,,312.04,-132.04,11.55,5.45
5177,,107.97,72.03,59.66,6.5
5178,,324.99,-144.99,50.76,6.05
5179,,87.52,92.48,72.06,5.87
5180,,81.11,98.89,73.84,5.94
5181,87    Vir,321.28,-141.28,43.01,5.43
5182,3    Boo,29.48,150.52,77.55,5.95
5183,,337.86,-157.86,65.38,6.33
5184,,119.56,60.44,38.73,5.91
5185,4Tau Boo,358.95,-178.95,73.88,4.5
5186,,80.9,99.1,73.71,5.5
5187,84    UMa,106.38,73.62,60.89,5.7
5188,,305.09,-125.09,-20.06,5.95
5189,,315.87,-135.87,25.72,6.53
5190,Nu  Cen,314.41,-134.41,19.89,3.41
5191,85Eta UMa,100.69,79.31,65.32,1.86
5192,2    Cen,316.32,-136.32,26.91,4.19
5193,Mu  Cen,314.24,-134.24,19.12,3.04
5194,,308.23,-128.23,-7.15,5.75
5195,,54.35,125.65,76.88,5.62
5196,89    Vir,321.93,-141.93,42.57,4.97
5197,,318.07,-138.07,32.06,6.18
5198,,315.03,-135.03,21.58,6.44
5199,,82.66,97.34,72.77,7.4
5200,5Ups Boo,355.81,-175.81,72.4,4.07
5201,6    Boo,12.25,167.75,75.49,4.91
5202,,321.42,-141.42,40.84,6.53
5203,,121.01,58.99,34.18,5.98
5204,,74.14,105.86,74.42,6.38
5205,,338.54,-158.54,64.21,6.01
5206,,313.53,-133.53,14.73,5.77
5207,,312.14,-132.14,8.97,5.25
5208,,316.24,-136.24,24.88,6.35
5209,,319.96,-139.96,36.49,6.45
5210,3    Cen,317.28,-137.28,28.19,4.56
5211,3    Cen,317.28,-137.28,28.19,6.06
5212,,317.74,-137.74,29.5,6.12
5213,,111.06,68.94,54.27,5.96
5214,,67.5,112.5,75.13,6.65
5215,,67.1,112.9,75.16,5.87
5216,,108.83,71.17,56.94,6.46
5217,,312.25,-132.25,8.37,5.89
5218,,308.92,-128.92,-5.52,5.71
5219,,66.1,113.9,75.14,4.74
5220,,349.54,-169.54,69.32,6.04
5221,4    Cen,317.93,-137.93,29.14,4.73
5222,,316.88,-136.88,25.52,5.54
5223,,313.84,-133.84,14.42,6.1
5224,,317.06,-137.06,25.84,6.19
5225,7    Boo,3.3,176.7,73.05,5.7
5226,10    Dra,112.77,67.23,51.21,4.65
5227,,114.79,65.21,47.86,6.4
5228,,319.27,-139.27,32.3,6.04
5229,,42.88,137.12,76.28,5.9
5230,,312.77,-132.77,9.49,5.71
5231,Zet Cen,314.07,-134.07,14.19,2.55
5232,90    Vir,333.47,-153.47,57.57,5.15
5233,,328.8,-148.8,51.59,6.19
5234,,312.44,-132.44,7.54,6.14
5235,8Eta Boo,5.3,174.7,73.03,2.68
5236,,312.32,-132.32,6.98,6
5237,,318.73,-138.73,29.61,6.51
5238,86    UMa,103.76,76.24,61.01,5.7
5239,,314.39,-134.39,14.83,5.83
5240,,306.44,-126.44,-16.19,6.09
5241,,310.19,-130.19,-1.75,4.71
5242,,309.74,-129.74,-3.82,6.2
5243,,355.12,-175.12,70.09,6.16
5244,92    Vir,336.53,-156.53,59.61,5.91
5245,,56.03,123.97,75.11,6.32
5246,,322.14,-142.14,37.37,6.14
5247,9    Boo,38.12,141.88,75.54,5.01
5248,Phi Cen,315.98,-135.98,19.07,3.83
5249,Ups1Cen,315.29,-135.29,16.45,3.87
5250,47    Hya,321.66,-141.66,35.45,5.15
5251,,313.86,-133.86,11.06,5.91
5252,,311.06,-131.06,0.3,6.49
5253,,309.85,-129.85,-4.33,5.97
5254,,357.75,-177.75,69.98,6
5255,10    Boo,17.02,162.98,73.78,5.76
5256,,109.61,70.39,53.9,6.37
5257,48    Hya,322.04,-142.04,35.31,5.77
5258,,333.84,-153.84,55.17,6.4
5259,,317.12,-137.12,20.72,6.13
5260,Ups2Cen,315.6,-135.6,15.53,4.34
5261,The Aps,307.22,-127.22,-14.54,5.5
5262,,348.38,-168.38,65.4,5.99
5263,11    Boo,37.9,142.1,74.51,6.23
5264,93Tau Vir,339.22,-159.22,59.38,4.26
5265,,321.7,-141.7,32.84,5.48
5266,,312.87,-132.87,5.26,5.92
5267,Bet Cen,311.77,-131.77,1.25,0.61
5268,,320.29,-140.29,28.76,6.18
5269,,317.16,-137.16,19.45,6.11
5270,,350.17,-170.17,65.8,6.2
5271,,90.56,89.44,66.67,6.27
5272,,324.15,-144.15,37.45,6.3
5273,,352.46,-172.46,66.45,6.3
5274,,347.39,-167.39,64,6.26
5275,,343.99,-163.99,61.85,6.24
5276,,334.07,-154.07,53.03,6.39
5277,,327.95,-147.95,44.32,6.28
5278,,313.63,-133.63,6.65,6.17
5279,,308,-128,-12.75,6.02
5280,,98.11,81.89,62.57,6.15
5281,,312.26,-132.26,1.79,6.42
5282,,113.63,66.37,47.16,6.34
5283,,341.25,-161.25,59.61,6.28
5284,,327.46,-147.46,42.99,6.56
5285,Chi Cen,317.73,-137.73,19.54,4.36
5286,,317.15,-137.15,17.71,6.2
5287,49Pi  Hya,323,-143,33.25,3.27
5288,5The Cen,319.46,-139.46,24.08,2.06
5289,,311.46,-131.46,-1.62,6.4
5290,95    Vir,332.12,-152.12,49.24,5.46
5291,11Alp Dra,110.52,69.48,50.96,3.65
5292,,312.7,-132.7,2.12,6.34
5293,,309.55,-129.55,-8.46,6.05
5294,,317.52,-137.52,17.2,6.17
5295,,309.77,-129.77,-7.91,6.06
5296,,315.12,-135.12,9.51,6
5297,,314.58,-134.58,7.65,4.75
5298,96    Vir,332.2,-152.2,48.08,6.47
5299,,85.26,94.74,67.26,5.27
5300,13    Boo,94.58,85.42,63.23,5.25
5301,,329.16,-149.16,42.49,4.91
5302,,105.75,74.25,55.14,6.46
5303,Eta Aps,306.43,-126.43,-18.73,4.91
5304,12    Boo,30.82,149.18,72.18,4.83
5305,3    UMi,116.34,63.66,41.55,6.45
5306,,307.57,-127.57,-15.57,6.47
5307,,342.99,-162.99,57.87,6.43
5308,,314.98,-134.98,7.28,5.56
5309,,325.54,-145.54,34.93,6.34
5310,,54.36,125.64,71.95,6.11
5311,,314.73,-134.73,6.35,6.11
5312,50    Hya,324.34,-144.34,32.21,5.08
5313,,344.43,-164.43,58.61,5.01
5314,,324.74,-144.74,32.77,6.24
5315,98Kap Vir,333.51,-153.51,47.7,4.19
5316,,314.13,-134.13,3.96,5.07
5317,,341.52,-161.52,55.74,5.91
5318,,319.14,-139.14,18.4,5.61
5319,,315.33,-135.33,7.33,6.39
5320,,311.26,-131.26,-5.1,5.75
5321,4    UMi,117.67,62.33,38.78,4.82
5322,,337.22,-157.22,51.32,6.36
5323,14    Boo,0.78,179.22,66.03,5.54
5324,,324.02,-144.02,30.14,6.08
5325,,318.2,-138.2,15.36,6.31
5326,,313.42,-133.42,1.21,6.39
5327,,305.94,-125.94,-20.53,6.42
5328,17Kap1Boo,96.46,83.54,60.92,6.69
5329,17Kap2Boo,96.46,83.54,60.91,4.54
5330,15    Boo,356,-176,64,5.29
5331,,346.51,-166.51,58.96,6.45
5332,,329.44,-149.44,40.31,5.43
5333,,21.95,158.05,70.38,6.39
5334,,112.88,67.12,46.09,5.24
5335,,78.52,101.48,67.73,6.24
5336,Eps Aps,306.93,-126.93,-17.95,5.06
5337,,322.67,-142.67,26.36,6.55
5338,99Iot Vir,337.75,-157.75,51.07,4.08
5339,Del Oct,305.68,-125.68,-21.31,4.32
5340,16Alp Boo,15.14,164.86,69.11,-0.04
5341,,337.36,-157.36,50.49,6.44
5342,,340.32,-160.32,53.39,6.15
5343,,14.49,165.51,68.9,5.98
5344,,329.69,-149.69,39.8,6.22
5345,,97,83,60.16,6.58
5346,,17.7,162.3,69.32,6.25
5347,,73.94,106.06,68.33,6.38
5348,,323.14,-143.14,26.22,6.54
5349,,313.35,-133.35,-0.2,5.23
5350,21Iot Boo,95.23,84.77,60.96,4.75
5351,19Lam Boo,86.97,93.03,64.67,4.18
5352,,6.61,173.39,66.76,5.8
5353,,337.18,-157.18,49.49,6.47
5354,Iot Lup,318.48,-138.48,14.14,3.55
5355,,330.06,-150.06,39.52,5.9
5356,,326.53,-146.53,33.01,5.87
5357,,321.83,-141.83,22.62,5.94
5358,,315.05,-135.05,4.38,4.33
5359,100Lam Vir,333.4,-153.4,44.25,4.52
5360,,94.87,85.13,60.88,6.2
5361,,62.73,117.27,69.76,4.81
5362,,319.69,-139.69,16.91,5.56
5363,,89.83,90.17,63.2,6.32
5364,,319.01,-139.01,14.88,4.77
5365,18    Boo,2.76,177.24,65.08,5.41
5366,102Ups Vir,342.25,-162.25,53.74,5.14
5367,Psi Cen,321.72,-141.72,21.71,4.05
5368,,344.97,-164.97,55.88,6.19
5369,,70.98,109.02,68.36,6.86
5370,20    Boo,9.59,170.41,66.86,4.86
5371,,314.64,-134.64,2.33,4.92
5372,,99.05,80.95,58.02,6.53
5373,,70.85,109.15,68.19,6.33
5374,,47.84,132.16,70.32,6.44
5375,,318.2,-138.2,11.83,6.09
5376,,323.33,-143.33,24.46,5.56
5377,,317.43,-137.43,9.5,6.02
5378,,321.57,-141.57,20.02,4.42
5379,,311.48,-131.48,-6.89,5.61
5380,,316.64,-136.64,7.22,6
5381,51    Hya,326.6,-146.6,30.87,4.77
5382,,312.26,-132.26,-5.02,6.36
5383,2    Lib,335.82,-155.82,45.2,6.21
5384,,347.17,-167.17,56.02,6.27
5385,,356.56,-176.56,61.33,6.86
5386,,356.56,-176.56,61.33,5.12
5387,,33.14,146.86,69.39,6.22
5388,,356.48,-176.48,61.08,5.95
5389,,308.6,-128.6,-14.95,6.07
5390,,328.45,-148.45,33.4,5.32
5391,,312.52,-132.52,-4.75,5.85
5392,,353.1,-173.1,59.33,5.1
5393,,336.23,-156.23,45.09,6.49
5394,,356.35,-176.35,60.92,6.19
5395,Tau1Lup,319.92,-139.92,14.5,4.56
5396,Tau2Lup,319.87,-139.87,14.35,4.35
5397,,331.22,-151.22,37.68,6.61
5398,,321.06,-141.06,17.19,6.32
5399,,327.67,-147.67,31.45,6.48
5400,,322.14,-142.14,19.41,6.35
5401,,319.75,-139.75,13.59,5.83
5402,,68.67,111.33,67.34,6.27
5403,,315.11,-135.11,1.35,6.45
5404,23The Boo,93.84,86.16,59.65,4.05
