HR,Name,GLON,GLON_shifted,GLAT,Vmag
6527,35Lam Sco,351.74,-171.74,-2.21,1.63
6528,,55.03,124.97,29.87,5.61
6529,,112.37,67.63,30.58,5.72
6530,,338.04,-158.04,-11.11,6.1
6531,,63.77,116.23,31.69,6.43
6532,,34.98,145.02,22.9,6.42
6533,78    Her,52.06,127.94,28.91,5.62
6534,,18.56,161.44,14.46,5.62
6535,,355.67,-175.67,0.05,5.7
6536,23Bet Dra,79.58,100.42,33.31,2.79
6537,1Sig Ara,343.98,-163.98,-7.58,4.59
6538,,58.58,121.42,30.43,6.56
6539,,351.69,-171.69,-2.75,6.48
6540,,86.25,93.75,33.33,6.4
6541,,42.48,137.52,25.53,5.64
6542,,39.51,140.49,24.36,5.69
6543,,38.03,141.97,23.77,6.48
6544,,13.86,166.14,11.4,5.55
6545,52    Oph,4.63,175.37,5.62,6.57
6546,,350.77,-170.77,-3.53,4.29
6547,,341.08,-161.08,-9.69,5.93
6548,53    Oph,32.95,147.05,21.39,5.81
6549,Pi  Ara,337.24,-157.24,-12.04,5.25
6550,,66.6,113.4,31.66,5.74
6551,,39.78,140.22,24.26,6.4
6552,,308.13,-128.13,-26,6.45
6553,The Sco,347.14,-167.14,-5.98,1.87
6554,24Nu 1Dra,83.03,96.97,33.14,4.88
6555,25Nu 2Dra,83.02,96.98,33.12,4.87
6556,55Alp Oph,35.9,144.1,22.57,2.08
6557,,351.34,-171.34,-3.37,6.26
6558,,347.32,-167.32,-6.04,6.1
6559,,44.53,135.47,25.59,6.1
6560,,85.87,94.13,32.96,6.17
6561,55Xi  Ser,10.61,169.39,8.66,3.54
6562,,10.46,169.54,8.57,5.94
6563,,62.2,117.8,30.4,6.1
6564,,52.14,127.86,27.94,6.38
6565,,321.16,-141.16,-20.84,6.49
6566,27    Dra,98.42,81.58,32.4,5.05
6567,57Mu  Oph,17,163,12.34,4.62
6568,,14.57,165.43,10.85,5.75
6569,Lam Ara,341.89,-161.89,-9.77,4.77
6570,,55,125,28.59,6.02
6571,79    Her,48.12,131.88,26.41,5.77
6572,,344.13,-164.13,-8.62,5.79
6573,26    Dra,91,89,32.65,5.23
6574,82    Her,75.26,104.74,32.06,5.37
6575,,26.33,153.67,16.98,6.26
6576,,341.06,-161.06,-10.56,6.24
6577,,37.09,142.91,21.99,6.12
6578,,22.64,157.36,14.77,6.19
6579,,57.29,122.71,28.67,6.37
6580,Kap Sco,351.04,-171.04,-4.72,2.41
6581,56Omi Ser,13.28,166.72,9.17,4.26
6582,Eta Pav,328.4,-148.4,-17.75,3.62
6583,,352.86,-172.86,-3.69,5.54
6584,,55.68,124.32,28.02,6.03
6585,Mu  Ara,340.06,-160.06,-11.5,5.15
6586,,334.99,-154.99,-14.37,6.01
6587,,356.21,-176.21,-1.7,6.4
6588,85Iot Her,72.32,107.68,31.27,3.8
6589,,39.15,140.85,22.25,6.34
6590,,30.62,149.38,18.41,5.95
6591,,55.83,124.17,27.9,6.28
6592,,48.64,131.36,25.71,6.36
6593,,0.63,179.37,0.99,6.36
6594,,40,140,22.38,5.52
6595,58    Oph,5.94,174.06,4.21,4.87
6596,28Ome Dra,99.08,80.92,31.87,4.8
6597,,348.08,-168.08,-6.99,5.87
6598,,100.04,79.96,31.79,6.42
6599,,69.44,110.56,30.67,6.59
6600,,13.03,166.97,8.35,6.39
6601,,18.67,161.33,11.58,6.3
6602,83    Her,48.81,131.19,25.43,5.52
6603,60Bet Oph,29.21,150.79,17.19,2.77
6604,,38.51,141.49,21.41,6.24
6605,,85.58,94.42,32,6.77
6606,,103.38,76.62,31.35,5.86
6607,,79.13,100.87,31.6,5.99
6608,84    Her,48.64,131.36,25.16,5.71
6609,61    Oph,27.5,152.5,16.04,6.17
6610,,27.5,152.5,16.03,6.56
6611,,38.72,141.28,21.25,6.19
6612,,70.23,109.77,30.34,6.34
6613,,352.3,-172.3,-5.02,6.43
6614,,337.19,-157.19,-13.8,6.11
6615,Iot1Sco,350.61,-170.61,-6.13,3.03
6616,3    Sgr,1.17,178.83,0.21,4.54
6617,,5.77,174.23,2.94,6.18
6618,,81.49,98.51,31.36,5.75
6619,,56.4,123.6,26.94,6.23
6620,,12.44,167.56,6.93,5.94
6621,,2,178,0.48,6.35
6622,,338.94,-158.94,-13.2,5.92
6623,86Mu  Her,52.45,127.55,25.63,3.42
6624,,332.99,-152.99,-16.33,5.78
6625,,64.48,115.52,28.79,6.52
6626,,64.97,115.03,28.88,6.68
6627,,42.25,137.75,21.93,5.72
6628,,358.03,-178.03,-2.09,4.83
6629,62Gam Oph,28.02,151.98,15.36,3.75
6630,,353.5,-173.5,-4.94,3.21
6631,Iot2Sco,350.89,-170.89,-6.54,4.81
6632,,339.43,-159.43,-13.06,6.09
6633,,29.08,150.92,15.76,6.22
6634,,328.03,-148.03,-18.8,6.49
6635,,317.57,-137.57,-23.16,6.07
6636,31Psi1Dra,102.97,77.03,31.03,4.58
6637,31Psi1Dra,102.98,77.02,31.03,5.79
6638,,45.25,134.75,22.73,5.69
6639,,27.5,152.5,14.7,6.47
6640,,346.21,-166.21,-9.52,6.11
6641,,74.39,105.61,30.19,6.43
6642,,43.97,136.03,22.16,6.12
6643,,350.43,-170.43,-7.1,5.96
6644,87    Her,50.44,129.56,24.44,5.12
6645,,359.24,-179.24,-1.88,6.66
6646,,312.15,-132.15,-25.13,6.35
6647,,355.69,-175.69,-4.22,5.9
6648,,356.03,-176.03,-4.04,5.84
6649,,349.48,-169.48,-7.92,6.2
6650,,37.02,142.98,18.81,6.17
6651,,356.34,-176.34,-3.98,6.06
6652,,355.57,-175.57,-4.45,6.45
6653,,355.05,-175.05,-4.76,6.03
6654,,54.42,125.58,25.32,5.5
6655,,47.23,132.77,22.86,5.98
6656,30    Dra,78.07,101.93,30.3,5.02
6657,,355.86,-175.86,-4.38,6.17
6658,,355.72,-175.72,-4.47,5.6
6659,,24.91,155.09,12.61,6.35
6660,,355.86,-175.86,-4.48,6.38
6661,,20.6,159.4,10.12,6.21
6662,,355.9,-175.9,-4.49,5.96
6663,,355.84,-175.84,-4.54,6.42
6664,88    Her,75.36,104.64,29.82,6.68
6665,,40.41,139.59,19.92,6.46
6666,,16.45,163.55,7.7,6.18
6667,,27.29,152.71,13.67,5.95
6668,,356.21,-176.21,-4.44,5.96
6669,,66.06,113.94,28.06,6.46
6670,,31.78,148.22,15.71,5.77
6671,,354.53,-174.53,-5.57,6.06
6672,,4.54,175.46,0.3,6.2
6673,,66.01,113.99,27.88,6.04
6674,,73.44,106.56,29.22,6.38
6675,,347.76,-167.76,-9.69,4.86
6676,,36.62,143.38,17.68,6.38
6677,90    Her,66.09,113.91,27.66,5.16
6678,,351.35,-171.35,-7.76,6.43
6679,,9.92,170.08,3.16,6.52
6680,,1.99,178.01,-1.65,5.8
6681,,12.56,167.44,4.57,5.89
6682,,350.18,-170.18,-8.59,4.88
6683,,352.48,-172.48,-7.37,6.29
6684,,27.16,152.84,12.55,5.82
6685,89    Her,51.43,128.57,23.19,5.46
6686,,22.94,157.06,10.21,5.47
6687,,47.84,132.16,21.83,5.58
6688,32Xi  Dra,85.17,94.83,30.23,3.75
6689,,26.7,153.3,12.1,5.97
6690,,32.57,147.43,15.06,6.29
6691,,354.57,-174.57,-6.42,5.74
6692,,1.61,178.39,-2.37,6.01
6693,,0.36,179.64,-3.19,5.16
6694,,0.36,179.64,-3.19,7.04
6695,91The Her,63.26,116.74,26.42,3.86
6696,,36.89,143.11,16.93,6.36
6697,,49.51,130.49,22.08,6.3
6698,64Nu  Oph,18.17,161.83,6.98,3.34
6699,,84.15,95.85,29.9,6.1
6700,4    Sgr,6.02,173.98,-0.13,4.76
6701,35    Dra,108.41,71.59,29.86,5.04
6702,,72.16,107.84,28.17,6.02
6703,92Xi  Her,54.91,125.09,23.77,3.7
6704,,9.06,170.94,1.56,6.21
6705,33Gam Dra,79.06,100.94,29.22,2.23
6706,,22.62,157.38,9.24,5.87
6707,94Nu  Her,55.94,124.06,23.92,4.41
6708,,355.28,-175.28,-6.69,6.3
6709,,27.59,152.41,11.66,6.37
6710,57Zet Ser,23.73,156.27,9.59,4.62
6711,,62.37,117.63,25.69,6
6712,66    Oph,30.99,149.01,13.37,4.64
6713,93    Her,42.62,137.38,18.72,4.67
6714,67    Oph,29.73,150.27,12.63,3.97
6715,6    Sgr,11.99,168.01,2.85,6.28
6716,,7.16,172.84,-0.03,5.77
6717,,109.94,70.06,29.62,6.24
6718,,72.38,107.62,27.84,6.48
6719,,32.81,147.19,14.09,6.34
6720,,45.34,134.66,19.71,6.5
6721,Chi Oct,305.62,-125.62,-27.14,5.28
6722,,41.12,138.88,17.85,6.26
6723,68    Oph,28.38,151.62,11.64,4.45
6724,7    Sgr,5.96,174.04,-0.96,5.34
6725,34Psi2Dra,102.68,77.32,30.03,5.45
6726,,59.24,120.76,24.43,5.99
6727,,7.34,172.66,-0.23,6.74
6728,,72.45,107.55,27.66,5.67
6729,95    Her,47.5,132.5,20.29,5.18
6730,95    Her,47.5,132.5,20.29,4.96
6731,,318.15,-138.15,-23.85,5.86
6732,,22.52,157.48,8.29,6.76
6733,69Tau Oph,20.06,159.94,6.87,5.94
6734,69Tau Oph,20.06,159.94,6.87,5.24
6735,,106.32,73.68,29.79,6.36
6736,9    Sgr,6.01,173.99,-1.2,5.97
6737,,59.41,120.59,24.26,6.15
6738,96    Her,46.83,133.17,19.81,5.28
6739,,355.99,-175.99,-7,6
6740,,329.59,-149.59,-19.84,6.41
6741,97    Her,48.91,131.09,20.57,6.21
6742,Gam1Sgr,1.58,178.42,-3.98,4.69
6743,The Ara,343.33,-163.33,-13.82,3.66
6744,,45.72,134.28,19.15,6.5
6745,Pi  Pav,330.49,-150.49,-19.59,4.35
6746,10Gam2Sgr,0.92,179.08,-4.54,2.99
6747,,29.27,150.73,11.29,6.14
6748,,356.04,-176.04,-7.33,5.95
6749,,349.45,-169.45,-10.86,5.77
6750,,349.45,-169.45,-10.86,5.77
6751,,320.49,-140.49,-23.29,5.85
6752,70    Oph,29.91,150.09,11.38,4.03
6753,,75.85,104.15,27.69,6.21
6754,,50.11,129.89,20.48,6.34
6755,,20.3,159.7,6.14,5.85
6756,,23.48,156.52,7.82,5.77
6757,,27.31,152.69,9.86,6.34
6758,,38.69,141.31,15.51,7.04
6759,,347.45,-167.45,-12.19,6.15
6760,,335.07,-155.07,-17.98,6.38
6761,Iot Pav,332.21,-152.21,-19.17,5.49
6762,,8.93,171.07,-0.44,6.28
6763,,47.92,132.08,19.44,6.15
6764,,66.78,113.22,25.56,6.52
6765,98    Her,48.53,131.47,19.55,5.06
6766,,2.89,177.11,-4.02,4.57
6767,,68.79,111.21,25.97,6.34
6768,,58.59,121.41,23.08,5.71
6769,,12.75,167.25,1.51,5.52
6770,71    Oph,35.82,144.18,13.74,4.64
6771,72    Oph,36.59,143.41,14.09,3.73
6772,,355.75,-175.75,-8.17,6.58
6773,,5.59,174.41,-2.74,6.61
6774,,323.56,-143.56,-22.54,6.73
6775,99    Her,56.97,123.03,22.3,5.04
6776,,39.92,140.08,15.5,6.63
6777,,359.32,-179.32,-6.42,6.43
6778,,346.05,-166.05,-13.35,6.07
6779,103Omi Her,55.19,124.81,21.59,3.83
6780,,1.1,178.9,-5.49,5.53
6781,100    Her,52.54,127.46,20.6,5.86
6782,100    Her,52.53,127.47,20.59,5.9
6783,Eps Tel,347.5,-167.5,-12.69,4.53
6784,,41.14,138.86,15.84,6.37
6785,,15.79,164.21,2.67,6.39
6786,,351.68,-171.68,-10.62,5.86
6787,102    Her,47.42,132.58,18.42,4.36
6788,,358.45,-178.45,-7.1,6.16
6789,23Del UMi,119.29,60.71,28.24,4.36
6790,,78.59,101.41,27.52,6.29
6791,,70.55,109.45,25.9,5
6792,,77.37,102.63,27.29,6.32
6793,,63.08,116.92,23.92,5.48
6794,101    Her,46.68,133.32,18.1,5.1
6795,73    Oph,31.72,148.28,11.13,5.73
6796,,330.71,-150.71,-20.19,6.47
6797,,30.97,149.03,10.66,5.69
6798,,10.79,169.21,-0.5,6.36
6799,,57.04,122.96,21.83,6.38
6800,,31.24,148.76,10.58,5.51
6801,11    Sgr,7.46,172.54,-2.45,4.98
6802,,2.9,177.1,-4.98,6.51
6803,,43.39,136.61,16.4,6.09
6804,,351.89,-171.89,-10.97,5.47
6805,,331.4,-151.4,-20.11,5.6
6806,,65.34,114.66,24.21,6.4
6807,,63.27,116.73,23.56,5.58
6808,,326.26,-146.26,-22.05,6.33
6809,40    Dra,111.78,68.22,28.91,6.04
6810,41    Dra,111.78,68.22,28.9,5.68
6811,24    UMi,119.7,60.3,28.14,5.79
6812,13Mu  Sgr,10,170,-1.6,3.86
6813,,24.95,155.05,6.64,6.59
6814,,60.27,119.73,22.29,5.88
6815,104    Her,58.2,121.8,21.59,4.97
6816,14    Sgr,9.48,170.52,-2.02,5.44
6817,,82.54,97.46,27.55,5.95
6818,,349.47,-169.47,-12.67,5.46
6819,,338.39,-158.39,-17.69,5.33
6820,,48.88,131.12,17.87,6.12
6821,,343.13,-163.13,-15.73,6.06
6822,15    Sgr,10.46,169.54,-1.74,5.38
6823,16    Sgr,10.76,169.24,-1.58,5.95
6824,,68.35,111.65,24.38,6.36
6825,,12.31,167.69,-0.82,6.07
6826,,65.87,114.13,23.65,6.04
6827,,89.43,90.57,28.26,6.49
6828,,330.73,-150.73,-20.81,6.18
6829,Phi Oct,319.27,-139.27,-24.38,5.47
6830,,25.63,154.37,6.21,6.36
6831,,56.22,123.78,20.27,6.56
6832,Eta Sgr,356.44,-176.44,-9.68,3.11
6833,,358.83,-178.83,-8.47,6.16
6834,,31.01,148.99,8.95,6.01
6835,,3.69,176.31,-5.92,6.19
6836,,4.01,175.99,-5.74,6.4
6837,,313.74,-133.74,-25.77,5.95
6838,,13.63,166.37,-0.56,5.75
6839,,351.47,-171.47,-12.3,6.3
6840,,26.29,153.71,6.29,6
6841,,12.7,167.3,-1.13,6.54
6842,,5.18,174.82,-5.29,4.65
6843,,20.36,159.64,3.01,6.31
6844,,29.89,150.11,8.1,6.63
6845,,69.58,110.42,24.12,5.59
6846,,6.53,173.47,-4.75,6.51
6847,,72.82,107.18,24.92,6.29
6848,,12.7,167.3,-1.47,6.84
6849,,85.21,94.79,27.31,6.37
6850,36    Dra,93.97,86.03,28.29,5.03
6851,,41.67,138.33,13.54,6.3
6852,,45.76,134.24,15.33,5.99
6853,,68.38,111.62,23.52,6.11
6854,,50.71,129.29,17.38,6.63
6855,Xi  Pav,333.29,-153.29,-20.4,4.36
6856,,356.07,-176.07,-10.59,6.45
6857,,35.79,144.21,10.46,5.39
6858,,15.32,164.68,-0.45,5.39
6859,19Del Sgr,3,177,-7.15,2.7
6860,105    Her,51.92,128.08,17.6,5.27
6861,,7.44,172.56,-4.99,6.25
6862,,355.12,-175.12,-11.35,5.1
6863,,12.79,167.21,-2.14,5.75
6864,,4.35,175.65,-6.71,6.16
6865,37    Dra,98.93,81.07,28.4,5.95
6866,74    Oph,32.46,147.54,8.34,4.86
6867,,57.09,122.91,19.38,5.99
6868,106    Her,49.63,130.37,16.4,4.95
6869,58Eta Ser,26.91,153.09,5.36,3.26
6870,,356.99,-176.99,-10.58,5.34
6871,,331.84,-151.84,-21.15,6.14
6872,1Kap Lyr,63.52,116.48,21.55,4.33
6873,,34.39,145.61,9.13,6.13
6874,,357.44,-177.44,-10.5,5.55
6875,,350.22,-170.22,-14,5.25
6876,108    Her,57.37,122.63,19.23,5.63
6877,107    Her,56.4,123.6,18.86,5.12
6878,,20.61,159.39,1.57,6.33
6879,20Eps Sgr,359.2,-179.2,-9.81,1.85
6880,,79.61,100.39,25.61,6.3
6881,,19.04,160.96,0.69,5.73
6882,,51.07,128.93,16.53,5.41
6883,,40.53,139.47,11.79,5.89
6884,Zet Sct,21.81,158.19,2.03,4.68
6885,,45.95,134.05,14.19,5.25
6886,,77.9,102.1,25.07,6.4
6887,,44.91,135.09,13.67,6.22
6888,18    Sgr,2.57,177.43,-8.35,5.6
6889,,357.83,-177.83,-10.73,6.15
6890,,26.61,153.39,4.44,6.38
6891,,77.27,102.73,24.87,5.05
6892,,23.58,156.42,2.67,6.31
6893,,359.75,-179.75,-9.94,6.3
6894,,346.61,-166.61,-16.02,5.46
6895,109    Her,49.77,130.23,15.6,3.84
6896,21    Sgr,11.74,168.26,-3.75,4.81
6897,Alp Tel,348.67,-168.67,-15.18,3.51
6898,,28.49,151.51,5.16,6.15
6899,,320.58,-140.58,-24.73,5.89
6900,,34.49,145.51,8.16,6.74
6901,,66.53,113.47,21.62,6.36
6902,,37.21,142.79,9.36,5.65
6903,2Mu  Lyr,67.33,112.67,21.8,5.12
6904,,55.3,124.7,17.51,6.27
6905,Zet Tel,345.82,-165.82,-16.68,4.13
6906,,43.6,136.4,12.32,6.37
6907,,3.69,176.31,-8.47,5.92
6908,,337.57,-157.57,-19.87,5.76
6909,,6.55,173.45,-7.02,6.31
6910,,355.33,-175.33,-12.57,5.64
6911,,81.86,98.14,25.44,6.32
6912,,312.09,-132.09,-26.5,6.27
6913,22Lam Sgr,7.66,172.34,-6.52,2.81
6914,,6.47,173.53,-7.15,6.27
6915,,350.84,-170.84,-14.7,6.36
6916,Nu  Pav,332.82,-152.82,-21.56,4.64
6917,,57.76,122.24,18.2,5.83
6918,59    Ser,30.34,149.66,5.48,5.21
6919,,14.45,165.55,-3.02,6.2
6920,43Phi Dra,101.88,78.12,28.04,4.22
6921,,355.54,-175.54,-12.66,6.63
6922,,347.68,-167.68,-16.14,5.7
6923,39    Dra,87.88,92.12,26.44,4.98
6924,,54.53,125.47,16.8,6.53
6925,,33.59,146.41,6.96,6.07
6926,,6.72,173.28,-7.24,6.5
6927,44Chi Dra,103.46,76.54,28.06,3.57
6928,,35.81,144.19,8.03,5.73
6929,,7.95,172.05,-6.73,6.59
6930,Gam Sct,17.46,162.54,-1.79,4.7
6931,,352.81,-172.81,-14.23,6.04
6932,,17.51,162.49,-1.92,5.96
6933,,13.88,166.12,-3.92,5.66
6934,Del1Tel,349.06,-169.06,-15.93,4.96
6935,60    Ser,28.68,151.32,3.93,5.39
6936,,1.11,178.89,-10.49,5.34
6937,,351.37,-171.37,-15.01,5.72
6938,Del2Tel,349.23,-169.23,-15.91,5.07
6939,,336.54,-156.54,-20.7,6.44
6940,,25.42,154.58,2.08,6.28
6941,,34.13,145.87,6.6,6.69
6942,,354.99,-174.99,-13.55,5.16
6943,,52.32,127.68,15.19,5.9
6944,,14.3,165.7,-4.03,5.14
6945,42    Dra,95.42,84.58,27.13,4.82
6946,,21.06,158.94,-0.53,5.72
6947,,13.71,166.29,-4.46,6.68
6948,,354.87,-174.87,-13.74,6.22
6949,,88.79,91.21,26.09,6.43
6950,,49.55,130.45,13.72,6.5
6951,The CrA,352.62,-172.62,-14.8,4.64
6952,Kap1CrA,356,-176,-13.33,6.32
6953,Kap2CrA,355.99,-175.99,-13.33,5.65
6954,,342.43,-162.43,-18.91,6.22
6955,,45.96,134.04,12.02,5.77
6956,,17.75,162.25,-2.5,6.37
6957,61    Ser,29.81,150.19,3.88,5.94
6958,,34,146,5.96,6.43
6959,,17.59,162.41,-2.68,5.5
6960,,1.35,178.65,-11.05,5.28
6961,24    Sgr,9.52,170.48,-7.1,5.49
6962,,17.7,162.3,-2.88,5.76
6963,,25.61,154.39,1.3,6.36
6964,,310.43,-130.43,-26.94,7.16
6965,25    Sgr,9.42,170.58,-7.31,6.51
6966,,52.39,127.61,14.42,5.84
6967,,38.29,141.71,7.75,6.42
6968,,59.04,120.96,17.09,5.48
6969,,12.54,167.46,-5.96,6.48
6970,,21.31,158.69,-1.4,5.14
6971,,59.41,120.59,17.11,6.59
6972,,4.58,175.42,-10.01,6.37
6973,Alp Sct,23.76,156.24,-0.17,3.85
6974,,80.9,99.1,23.94,6.56
6975,,49.58,130.42,12.81,6.57
6976,,40.82,139.18,8.6,6.4
6977,,47.56,132.44,11.67,5.78
6978,45    Dra,86.2,93.8,24.99,4.77
6979,,95.35,84.65,26.57,6.59
6980,,52.64,127.36,13.84,5.61
6981,,46.5,133.5,11,6.21
6982,Zet Pav,323.49,-143.49,-24.95,4.01
6983,,81.23,98.77,23.73,5.36
6984,,63.04,116.96,18.05,6.1
6985,,39.4,140.6,7.45,5.39
6986,,347.62,-167.62,-17.86,5.86
6987,,37.22,142.78,6.31,5.45
6988,,12.31,167.69,-6.75,5.94
6989,,18.95,161.05,-3.44,6.47
6990,,10.47,169.53,-7.81,5.81
6991,,352.23,-172.23,-16.17,5.37
6992,,41.56,138.44,8.3,6.42
6993,,31.08,148.92,2.94,5.75
6994,,316.48,-136.48,-26.29,6.39
6995,,45.92,134.08,10.4,6.29
6996,,330.72,-150.72,-23.39,6.37
6997,,62.18,117.82,17.42,5.42
6998,,12.73,167.27,-6.8,5.86
6999,,28.6,151.4,1.44,6.49
7000,,30.44,149.56,2.41,6.66
7001,3Alp Lyr,67.44,112.56,19.24,0.03
7002,,39.35,140.65,6.9,6.4
7003,,71.9,108.1,20.72,6.2
7004,,330.86,-150.86,-23.5,5.78
7005,,347.58,-167.58,-18.28,6.49
7006,,108.91,71.09,27.61,5.64
7007,,24.7,155.3,-1.02,5.84
7008,,36.28,143.72,5.02,6.38
7009,,68.41,111.59,19.32,6.04
7010,,38.19,141.81,5.91,6.28
7011,26    Sgr,10.51,169.49,-8.64,6.23
7012,,330.57,-150.57,-23.76,4.79
7013,,95.49,84.51,26.07,6.06
7014,,18.85,161.15,-4.48,6.42
7015,,334.54,-154.54,-22.8,6.04
7016,,59.93,120.07,15.77,6.36
7017,,69.77,110.23,19.49,6.25
7018,,92.27,87.73,25.43,5.74
7019,,67.27,112.73,18.5,6.45
7020,Del Sct,23.83,156.17,-2.1,4.72
7021,Lam CrA,357.21,-177.21,-15.04,5.13
7022,,338.92,-158.92,-21.66,6.22
7023,,14.74,165.26,-6.86,6.35
7024,,25.63,154.37,-1.27,6.15
7025,,115.27,64.73,27.73,6.17
7026,,358.77,-178.77,-14.47,6.32
7027,,321.87,-141.87,-25.73,6.06
7028,,81.31,98.69,22.82,6
7029,,359.8,-179.8,-14.08,4.87
7030,,60.81,119.19,15.74,6.41
7031,,356,-176,-15.77,5.43
7032,Eps Sct,24.67,155.33,-2.02,4.9
7033,,63.87,116.13,16.83,6.47
7034,,26,154,-1.43,6.31
7035,,9.73,170.27,-9.76,5.83
7036,The Pav,330.43,-150.43,-24.14,5.73
7037,,345.91,-165.91,-19.8,6.54
7038,,13.44,166.56,-8.12,6.36
7039,27Phi Sgr,8,172,-10.77,3.17
7040,4    Aql,34.01,145.99,2.41,5.02
7041,,68.41,111.59,18.26,6.45
7042,,92.6,87.4,25.09,6.09
7043,,65.74,114.26,17.22,6.01
7044,,61.29,118.71,15.43,5.7
7045,,14.78,165.22,-7.65,6.42
7046,28    Sgr,12.28,167.72,-8.94,5.37
7047,,53.51,126.49,11.92,6.31
7048,,37.16,142.84,3.83,5.83
7049,46    Dra,84.94,95.06,23.29,5.04
7050,Mu  CrA,355.51,-175.51,-16.54,5.24
7051,4Eps1Lyr,68.85,111.15,18.2,5.06
7052,4Eps1Lyr,68.85,111.15,18.2,6.02
7053,5Eps2Lyr,68.79,111.21,18.17,5.14
7054,5Eps2Lyr,68.79,111.21,18.17,5.37
7055,,23.38,156.62,-3.56,5.71
7056,6Zet1Lyr,66.85,113.15,17.38,4.36
7057,7Zet2Lyr,66.85,113.15,17.37,5.73
7058,,52.11,127.89,11.05,6.51
7059,5    Aql,31.51,148.49,0.67,5.9
7060,,83.22,96.78,22.74,6.11
7061,110    Her,50.79,129.21,10.43,4.19
7062,Eta1CrA,352.4,-172.4,-17.92,5.49
7063,Bet Sct,28.22,151.78,-1.22,4.22
7064,,56.5,123.5,12.9,4.83
7065,,350.33,-170.33,-18.76,5.81
7066,,27.4,152.6,-1.72,5.2
7067,,49.21,130.79,9.42,6.17
7068,Eta2CrA,352.69,-172.69,-17.95,5.61
7069,111    Her,48.76,131.24,9.12,4.36
7070,,1.06,178.94,-14.66,6.62
7071,,84.36,95.64,22.81,6.23
7072,,15.98,164.02,-7.79,6.47
7073,,70.73,109.27,18.48,6.07
7074,Lam Pav,333.61,-153.61,-23.87,4.22
7075,,90.85,89.15,24.36,5.99
7076,,36.32,143.68,2.69,6.21
7077,,15.57,164.43,-8.21,6.75
7078,29    Sgr,14.5,165.5,-8.74,5.24
7079,,53.79,126.21,11.14,6.15
7080,,75.64,104.36,19.98,6.52
7081,,61.48,118.52,14.57,6.06
7082,,101.44,78.56,26.18,6.44
7083,,27.47,152.53,-2.3,5.99
7084,,82.45,97.55,22.03,5.88
7085,,33.47,146.53,0.79,6.25
7086,,50,130,9.22,5.88
7087,Kap Tel,344.16,-164.16,-21.27,5.17
7088,30    Sgr,12.95,167.05,-9.78,6.61
7089,,25.76,154.24,-3.35,6.8
7090,,78.48,101.52,20.74,6.4
7091,,55.3,124.7,11.58,6.59
7092,,349.73,-169.73,-19.51,5.54
7093,,344.37,-164.37,-21.3,6.31
7094,,24.16,155.84,-4.34,5.83
7095,,347.99,-167.99,-20.18,6.19
7096,,78.2,101.8,20.55,6.12
7097,,349.78,-169.78,-19.6,6.19
7098,,61.51,118.49,14.17,6.64
7099,,42.65,137.35,5.13,6.55
7100,8Nu 1Lyr,62.64,117.36,14.63,5.91
7101,8    Aql,29.97,150.03,-1.5,6.1
7102,9Nu 2Lyr,62.4,117.6,14.5,5.25
7103,,8.96,171.04,-12.01,6.29
7104,,6.43,173.57,-13.16,6.13
7105,,5.16,174.84,-13.72,6.63
7106,10Bet Lyr,63.19,116.81,14.78,3.45
7107,Kap Pav,328.29,-148.29,-25.39,4.44
7108,,346.53,-166.53,-20.88,6.6
7109,,45.48,134.52,6.19,6.14
7110,,24.57,155.43,-4.7,6.34
7111,,333.08,-153.08,-24.54,6.48
7112,,59,121,12.65,6.18
7113,112    Her,52.27,127.73,9.41,5.48
7114,33    Sgr,14,166,-10.1,5.69
7115,,66.35,113.65,15.72,6.09
7116,32Nu 1Sgr,12.74,167.26,-10.72,4.83
7117,,105.11,74.89,26.39,5.27
7118,,71.08,108.92,17.43,6.28
7119,,19.33,160.67,-7.75,5.1
7120,35Nu 2Sgr,12.91,167.09,-10.89,4.99
7121,34Sig Sgr,9.56,170.44,-12.43,2.02
7122,,353.85,-173.85,-18.85,5.36
7123,,82.65,97.35,21.33,5.51
7124,50    Dra,106.61,73.39,26.5,5.35
7125,47Omi Dra,89.31,90.69,23.14,4.66
7126,,18.71,161.29,-8.26,5.79
7127,Ome Pav,335.92,-155.92,-24.18,5.14
7128,,12.53,167.47,-11.29,5.93
7129,,359.16,-179.16,-17.02,5.38
7130,,328.98,-148.98,-25.59,6.01
7131,11Del1Lyr,66.93,113.07,15.49,5.58
7132,,58.43,121.57,11.76,5.62
7133,113    Her,53.63,126.37,9.42,4.59
7134,Lam Tel,343.57,-163.57,-22.35,4.87
7135,,39.28,140.72,2.12,5.57
7136,,356.8,-176.8,-18.08,6.31
7137,,80.43,99.57,20.4,4.92
7138,,71.08,108.92,17,7.3
7139,12Del2Lyr,66.93,113.07,15.32,4.3
7140,,64.18,115.82,14.11,6.02
7141,63The1Ser,37.22,142.78,0.85,4.62
7142,63The2Ser,37.22,142.78,0.85,4.98
7143,,31.89,148.11,-1.92,6.22
7144,,35.7,144.3,0.02,6.15
7145,36Xi 1Sgr,14.99,165.01,-10.5,5.08
7146,,71.49,108.51,17.03,5.44
7147,,49.54,130.46,7.11,6.63
7148,,49.65,130.35,7.15,5.69
7149,Eta Sct,28.36,151.64,-3.91,4.83
7150,37Xi 2Sgr,14.61,165.39,-10.78,3.51
7151,,5.37,174.63,-14.96,6.12
